investment_id,customer_id,investment_type,invested_amount,current_value,returns_pct,start_date,duration_years,maturity_date,annual_return_rate,status,risk_category,branch_id
INV00670,CUST00258,Fixed Deposit,3417557.0,5180193.0,51.58,2020-10-12,3,2023-10-12,10.36,Matured,Low,BR036
INV00671,CUST00645,Gold Bond,405147.0,773452.0,90.91,2020-10-28,7,2027-10-27,16.75,Matured,Medium,BR037
INV00672,CUST02786,SIP,40808.0,73281.0,79.58,2020-06-12,10,2030-06-10,13.72,Withdrawn,Medium,BR006
INV00673,CUST00932,SIP,47154.0,68269.0,44.78,2022-05-05,5,2027-05-04,14.94,Active,Medium,BR038
INV00674,CUST00566,Fixed Deposit,1870248.0,2828265.0,51.22,2021-07-05,1,2022-07-05,12.58,Active,Low,BR003
INV00675,CUST01291,NPS,49834.0,80386.0,61.31,2020-01-19,10,2030-01-16,10.14,Active,Medium,BR039
INV00676,CUST00391,PPF,49065.0,56354.0,14.86,2023-03-25,3,2026-03-24,8.14,Active,Low,BR006
INV00677,CUST02845,SIP,17708.0,25094.0,41.71,2021-04-05,10,2031-04-03,9.77,Withdrawn,Medium,BR048
INV00678,CUST02651,Mutual Fund,440525.0,487181.0,10.59,2023-11-05,7,2030-11-03,9.12,Active,High,BR006
INV00679,CUST02171,SIP,40635.0,52012.0,28.0,2023-02-03,10,2033-01-31,13.82,Active,Medium,BR036
INV00680,CUST00824,NPS,127324.0,173908.0,36.59,2022-07-09,2,2024-07-08,13.4,Active,Medium,BR011
INV00681,CUST01941,Recurring Deposit,22673.0,25583.0,12.83,2023-09-10,3,2026-09-09,9.68,Matured,Low,BR001
INV00682,CUST02781,Stocks,916547.0,1178612.0,28.59,2023-05-26,2,2025-05-25,17.02,Active,High,BR030
INV00683,CUST02431,Gold Bond,77974.0,97485.0,25.02,2021-11-26,10,2031-11-24,7.48,Active,Medium,BR029
INV00684,CUST00411,NPS,18100.0,23738.0,31.15,2020-11-25,3,2023-11-25,6.84,Active,Medium,BR020
INV00685,CUST02270,Stocks,601255.0,1175295.0,95.47,2020-03-21,2,2022-03-21,15.05,Active,High,BR001
INV00686,CUST01418,Mutual Fund,466150.0,836145.0,79.37,2020-06-22,1,2021-06-22,13.78,Active,High,BR028
INV00687,CUST02430,PPF,148639.0,201001.0,35.23,2021-10-03,7,2028-10-01,9.75,Matured,Low,BR004
INV00688,CUST00628,PPF,48892.0,64121.0,31.15,2022-10-11,2,2024-10-10,12.98,Active,Low,BR025
INV00689,CUST00293,Stocks,336447.0,411573.0,22.33,2022-10-04,5,2027-10-03,9.41,Active,High,BR031
INV00690,CUST02872,SIP,5085.0,8949.0,75.99,2020-01-07,2,2022-01-06,12.01,Active,Medium,BR020
INV00691,CUST02656,Fixed Deposit,2541849.0,3389191.0,33.34,2022-05-29,10,2032-05-26,11.74,Active,Low,BR006
INV00692,CUST02681,Recurring Deposit,13662.0,19321.0,41.42,2021-07-29,2,2023-07-29,10.65,Active,Low,BR032
INV00693,CUST01954,SIP,46179.0,57127.0,23.71,2023-07-30,10,2033-07-27,16.14,Withdrawn,Medium,BR016
INV00694,CUST01877,Mutual Fund,458214.0,870270.0,89.93,2020-03-29,7,2027-03-28,14.43,Active,High,BR030
INV00695,CUST00700,Recurring Deposit,10299.0,13291.0,29.05,2022-07-18,7,2029-07-16,10.95,Active,Low,BR039
INV00696,CUST00673,Fixed Deposit,1154814.0,1444569.0,25.09,2023-02-13,7,2030-02-11,12.65,Active,Low,BR026
INV00697,CUST02016,Mutual Fund,369557.0,426126.0,15.31,2022-10-05,5,2027-10-04,6.57,Active,High,BR034
INV00698,CUST01855,SIP,3493.0,5167.0,47.92,2022-08-03,7,2029-08-01,17.63,Active,Medium,BR002
INV00699,CUST00839,PPF,89982.0,110636.0,22.95,2023-06-03,3,2026-06-02,13.99,Active,Low,BR048
INV00700,CUST02703,PPF,59389.0,80827.0,36.1,2022-02-15,10,2032-02-13,11.32,Active,Low,BR030
INV00701,CUST00078,Recurring Deposit,15614.0,26782.0,71.53,2021-05-23,2,2023-05-23,16.13,Active,Low,BR003
INV00702,CUST01631,PPF,61252.0,67052.0,9.47,2023-11-01,2,2025-10-31,8.08,Matured,Low,BR020
INV00703,CUST02627,Recurring Deposit,38498.0,43969.0,14.21,2023-11-30,2,2025-11-29,13.03,Active,Low,BR027
INV00704,CUST02832,PPF,145539.0,239632.0,64.65,2021-11-03,7,2028-11-01,17.1,Active,Low,BR001
INV00705,CUST02145,NPS,35370.0,46191.0,30.59,2021-01-22,3,2024-01-22,7.01,Active,Medium,BR025
INV00706,CUST00568,PPF,90427.0,134700.0,48.96,2022-03-26,10,2032-03-23,15.49,Active,Low,BR020
INV00707,CUST02227,Stocks,330684.0,430948.0,30.32,2023-02-27,7,2030-02-25,15.47,Active,High,BR047
INV00708,CUST00050,PPF,72236.0,83499.0,15.59,2023-07-13,10,2033-07-10,10.37,Active,Low,BR011
INV00709,CUST00647,Recurring Deposit,13064.0,24339.0,86.31,2021-02-14,2,2023-02-14,17.41,Active,Low,BR021
INV00710,CUST01687,Mutual Fund,425251.0,705796.0,65.97,2020-08-31,1,2021-08-31,12.4,Matured,High,BR012
INV00711,CUST01576,PPF,1280.0,1487.0,16.17,2023-03-03,7,2030-03-01,8.55,Withdrawn,Low,BR040
INV00712,CUST02521,PPF,23064.0,34942.0,51.5,2020-10-01,1,2021-10-01,10.27,Matured,Low,BR008
INV00713,CUST00836,SIP,47543.0,51112.0,7.51,2023-11-15,10,2033-11-12,6.64,Active,Medium,BR011
INV00714,CUST00116,Gold Bond,10694.0,12427.0,16.21,2023-06-28,2,2025-06-27,10.46,Active,Medium,BR029
INV00715,CUST02249,NPS,39467.0,46534.0,17.91,2023-12-01,2,2025-11-30,16.44,Active,Medium,BR004
INV00716,CUST01437,Mutual Fund,236682.0,276013.0,16.62,2023-07-24,3,2026-07-23,11.28,Active,High,BR027
INV00717,CUST02337,Stocks,793954.0,897122.0,12.99,2023-07-26,2,2025-07-25,8.9,Active,High,BR023
INV00718,CUST00982,Recurring Deposit,32829.0,53313.0,62.4,2021-07-08,2,2023-07-08,14.94,Active,Low,BR003
INV00719,CUST01710,Fixed Deposit,968786.0,1500168.0,54.85,2021-05-06,5,2026-05-05,12.71,Active,Low,BR032
INV00720,CUST02722,Fixed Deposit,4608750.0,6472289.0,40.43,2021-11-06,10,2031-11-04,11.38,Active,Low,BR003
INV00721,CUST01584,Mutual Fund,336600.0,431429.0,28.17,2021-10-07,7,2028-10-05,7.98,Active,High,BR013
INV00722,CUST01956,Stocks,21616.0,24905.0,15.22,2023-07-04,3,2026-07-03,9.95,Active,High,BR010
INV00723,CUST02547,Stocks,141014.0,167428.0,18.73,2022-08-22,3,2025-08-21,7.55,Active,High,BR034
INV00724,CUST00891,NPS,159510.0,196856.0,23.41,2021-11-18,1,2022-11-18,6.98,Active,Medium,BR004
INV00725,CUST02191,NPS,75969.0,94208.0,24.01,2023-09-12,5,2028-09-10,17.98,Active,Medium,BR028
INV00726,CUST01419,PPF,47993.0,68671.0,43.09,2021-02-22,10,2031-02-20,9.74,Active,Low,BR024
INV00727,CUST00494,Recurring Deposit,22822.0,43056.0,88.66,2020-05-21,1,2021-05-21,14.75,Active,Low,BR044
INV00728,CUST00006,Stocks,812688.0,1082225.0,33.17,2022-03-13,2,2024-03-12,10.76,Active,High,BR039
INV00729,CUST01992,NPS,30119.0,41532.0,37.89,2022-05-02,7,2029-04-30,12.81,Active,Medium,BR035
INV00730,CUST02909,Mutual Fund,286726.0,359680.0,25.44,2022-08-19,5,2027-08-18,10.05,Active,High,BR005
INV00731,CUST01692,Fixed Deposit,4785544.0,6261301.0,30.84,2021-08-19,2,2023-08-19,8.31,Active,Low,BR045
INV00732,CUST00712,Recurring Deposit,8544.0,10649.0,24.64,2023-06-05,2,2025-06-04,15.03,Matured,Low,BR045
INV00733,CUST00511,Gold Bond,417621.0,629060.0,50.63,2020-11-18,3,2023-11-18,10.46,Active,Medium,BR031
INV00734,CUST01248,Fixed Deposit,4819678.0,6878273.0,42.71,2021-08-03,10,2031-08-01,10.99,Active,Low,BR014
INV00735,CUST01050,NPS,149723.0,330265.0,120.58,2020-02-12,7,2027-02-10,17.58,Active,Medium,BR033
INV00736,CUST00642,PPF,149659.0,269523.0,80.09,2021-06-07,10,2031-06-05,17.93,Active,Low,BR044
INV00737,CUST00053,Fixed Deposit,2279111.0,3934770.0,72.64,2021-02-23,3,2024-02-23,15.23,Active,Low,BR013
INV00738,CUST01413,PPF,71374.0,94981.0,33.08,2021-07-26,5,2026-07-25,8.68,Active,Low,BR047
INV00739,CUST02816,Recurring Deposit,17011.0,22259.0,30.85,2022-10-23,3,2025-10-22,13.07,Matured,Low,BR048
INV00740,CUST01050,Fixed Deposit,3282677.0,5127787.0,56.21,2020-07-15,10,2030-07-13,10.51,Matured,Low,BR033
INV00741,CUST00512,Recurring Deposit,29249.0,34355.0,17.46,2023-07-09,1,2024-07-08,11.49,Active,Low,BR027
INV00742,CUST01436,Recurring Deposit,13083.0,15817.0,20.9,2023-09-08,3,2026-09-07,15.56,Active,Low,BR043
INV00743,CUST02445,Fixed Deposit,1148293.0,1264792.0,10.15,2023-12-18,7,2030-12-16,9.78,Active,Low,BR025
INV00744,CUST01062,Stocks,349514.0,461177.0,31.95,2022-06-09,2,2024-06-08,11.43,Active,High,BR024
INV00745,CUST00694,Gold Bond,493542.0,549537.0,11.35,2023-06-04,10,2033-06-01,7.06,Active,Medium,BR042
INV00746,CUST01603,Stocks,286293.0,337723.0,17.96,2022-04-30,2,2024-04-29,6.38,Active,High,BR013
INV00747,CUST00740,PPF,15776.0,23719.0,50.35,2021-08-24,2,2023-08-24,12.93,Active,Low,BR001
INV00748,CUST02403,Recurring Deposit,27461.0,31955.0,16.37,2023-12-22,10,2033-12-19,15.94,Active,Low,BR037
INV00749,CUST02578,Stocks,124947.0,186930.0,49.61,2021-11-10,1,2022-11-10,13.69,Active,High,BR019
INV00750,CUST02821,Recurring Deposit,15059.0,19409.0,28.89,2023-04-09,2,2025-04-08,15.81,Active,Low,BR048
INV00751,CUST00004,PPF,65067.0,111263.0,71.0,2020-10-30,2,2022-10-30,13.73,Active,Low,BR040
INV00752,CUST00626,Gold Bond,397256.0,524673.0,32.07,2022-08-07,3,2025-08-06,12.29,Active,Medium,BR001
INV00753,CUST02621,PPF,57603.0,81371.0,41.26,2020-05-01,5,2025-04-30,7.68,Active,Low,BR045
INV00754,CUST00933,Recurring Deposit,18215.0,22240.0,22.1,2023-03-29,2,2025-03-28,12.02,Withdrawn,Low,BR022
INV00755,CUST01654,Recurring Deposit,45988.0,61122.0,32.91,2021-03-15,5,2026-03-14,7.78,Active,Low,BR029
INV00756,CUST00519,Fixed Deposit,263016.0,324418.0,23.35,2021-09-17,10,2031-09-15,6.59,Matured,Low,BR013
INV00757,CUST00719,Stocks,179530.0,309537.0,72.42,2021-03-01,3,2024-02-29,15.26,Active,High,BR041
INV00758,CUST02380,Fixed Deposit,1819679.0,1986691.0,9.18,2023-08-06,7,2030-08-04,6.46,Active,Low,BR032
INV00759,CUST02721,SIP,42973.0,65181.0,51.68,2021-12-18,2,2023-12-18,14.71,Active,Medium,BR013
INV00760,CUST00243,Recurring Deposit,35015.0,56447.0,61.21,2020-06-28,3,2023-06-28,11.17,Active,Low,BR009
INV00761,CUST00773,Recurring Deposit,25573.0,30305.0,18.5,2022-09-29,1,2023-09-29,7.82,Active,Low,BR049
INV00762,CUST00286,NPS,195442.0,403616.0,106.51,2020-08-08,1,2021-08-08,17.93,Matured,Medium,BR022
INV00763,CUST01563,Mutual Fund,11981.0,23711.0,97.91,2020-07-18,1,2021-07-18,16.56,Active,High,BR030
INV00764,CUST02503,Gold Bond,24469.0,33487.0,36.85,2022-01-08,5,2027-01-07,11.11,Active,Medium,BR034
INV00765,CUST00345,Stocks,293970.0,626720.0,113.19,2020-03-08,5,2025-03-07,17.02,Active,High,BR017
INV00766,CUST02436,NPS,41110.0,55758.0,35.63,2022-07-30,7,2029-07-28,13.41,Active,Medium,BR046
INV00767,CUST02360,PPF,26145.0,29135.0,11.44,2023-08-20,2,2025-08-19,8.26,Active,Low,BR026
INV00768,CUST02164,Recurring Deposit,11372.0,21833.0,91.99,2020-08-30,1,2021-08-30,16.23,Active,Low,BR013
INV00769,CUST00640,Gold Bond,299604.0,397167.0,32.56,2020-12-19,2,2022-12-19,7.24,Withdrawn,Medium,BR018
INV00770,CUST00921,SIP,46476.0,55716.0,19.88,2022-02-13,1,2023-02-13,6.5,Active,Medium,BR024
INV00771,CUST02570,Gold Bond,252251.0,294877.0,16.9,2023-12-16,5,2028-12-14,16.18,Active,Medium,BR042
INV00772,CUST02101,Mutual Fund,348204.0,737625.0,111.84,2020-02-08,7,2027-02-06,16.57,Matured,High,BR036
INV00773,CUST00620,Fixed Deposit,4553401.0,7494343.0,64.59,2020-09-13,7,2027-09-12,12.29,Withdrawn,Low,BR039
INV00774,CUST00148,Recurring Deposit,3869.0,6037.0,56.04,2021-11-18,5,2026-11-17,15.34,Active,Low,BR030
INV00775,CUST00172,Recurring Deposit,32473.0,47363.0,45.85,2021-11-08,1,2022-11-08,12.75,Withdrawn,Low,BR016
INV00776,CUST00529,Gold Bond,48435.0,66550.0,37.4,2022-11-11,2,2024-11-10,16.03,Withdrawn,Medium,BR018
INV00777,CUST00606,Mutual Fund,141185.0,244563.0,73.22,2021-05-12,2,2023-05-12,16.3,Active,High,BR016
INV00778,CUST01661,PPF,64462.0,108379.0,68.13,2020-09-11,2,2022-09-11,12.83,Active,Low,BR012
INV00779,CUST00999,SIP,10191.0,17781.0,74.48,2020-12-18,10,2030-12-16,14.79,Active,Medium,BR032
INV00780,CUST01489,Gold Bond,347332.0,460572.0,32.6,2020-07-06,10,2030-07-04,6.49,Matured,Medium,BR023
INV00781,CUST02509,Recurring Deposit,12765.0,21553.0,68.84,2020-10-10,7,2027-10-09,13.2,Active,Low,BR023
INV00782,CUST00042,Stocks,700681.0,1091637.0,55.8,2021-03-27,5,2026-03-26,12.5,Active,High,BR036
INV00783,CUST02926,Stocks,100372.0,188095.0,87.4,2020-03-07,2,2022-03-07,13.92,Active,High,BR029
INV00784,CUST01896,SIP,41742.0,45207.0,8.3,2023-12-16,1,2024-12-15,7.96,Active,Medium,BR037
INV00785,CUST02973,SIP,885.0,1012.0,14.35,2023-03-14,3,2026-03-13,7.71,Active,Medium,BR022
INV00786,CUST00001,Fixed Deposit,3337928.0,4574070.0,37.03,2021-02-21,5,2026-02-20,8.51,Matured,Low,BR026
INV00787,CUST02989,Stocks,640823.0,751195.0,17.22,2023-09-28,3,2026-09-27,13.47,Active,High,BR011
INV00788,CUST01106,Fixed Deposit,2579773.0,5214239.0,102.12,2020-03-12,2,2022-03-12,15.77,Matured,Low,BR045
INV00789,CUST01601,Mutual Fund,478419.0,697691.0,45.83,2021-06-27,3,2024-06-26,11.34,Withdrawn,High,BR011
INV00790,CUST02662,Gold Bond,444652.0,658427.0,48.08,2020-06-06,2,2022-06-06,8.97,Active,Medium,BR007
INV00791,CUST00529,Recurring Deposit,37593.0,52636.0,40.02,2021-02-11,7,2028-02-10,9.05,Active,Low,BR018
INV00792,CUST02654,Gold Bond,23528.0,28826.0,22.52,2021-07-15,1,2022-07-15,6.04,Active,Medium,BR013
INV00793,CUST00593,PPF,88809.0,107194.0,20.7,2023-08-22,5,2028-08-20,14.85,Matured,Low,BR016
INV00794,CUST00676,Stocks,584450.0,833307.0,42.58,2021-12-09,5,2026-12-08,12.29,Matured,High,BR021
INV00795,CUST00490,Recurring Deposit,20807.0,27451.0,31.93,2023-01-23,3,2026-01-22,15.38,Active,Low,BR003
INV00796,CUST01444,Gold Bond,293287.0,374606.0,27.73,2022-01-05,1,2023-01-05,8.54,Active,Medium,BR046
INV00797,CUST01396,Recurring Deposit,37296.0,40331.0,8.14,2023-11-01,5,2028-10-30,6.95,Active,Low,BR040
INV00798,CUST02652,NPS,89080.0,125520.0,40.91,2021-12-31,1,2022-12-31,12.11,Matured,Medium,BR049
INV00799,CUST00515,SIP,23549.0,28785.0,22.23,2023-07-15,5,2028-07-13,14.71,Active,Medium,BR014
INV00800,CUST02742,NPS,155906.0,191734.0,22.98,2023-07-03,3,2026-07-02,14.83,Withdrawn,Medium,BR003
INV00801,CUST01754,NPS,23108.0,29756.0,28.77,2023-02-20,7,2030-02-18,14.56,Active,Medium,BR005
INV00802,CUST02759,PPF,25071.0,36923.0,47.27,2021-11-26,3,2024-11-25,13.32,Active,Low,BR041
INV00803,CUST02635,NPS,31880.0,53688.0,68.41,2020-05-25,10,2030-05-23,11.99,Withdrawn,Medium,BR031
INV00804,CUST01453,Gold Bond,478290.0,808528.0,69.05,2021-03-10,5,2026-03-09,14.77,Matured,Medium,BR029
INV00805,CUST02940,NPS,115207.0,146755.0,27.38,2022-05-17,10,2032-05-14,9.66,Active,Medium,BR042
INV00806,CUST00333,Gold Bond,92570.0,115401.0,24.66,2022-01-13,2,2024-01-13,7.72,Withdrawn,Medium,BR024
INV00807,CUST02310,NPS,117114.0,150080.0,28.15,2021-05-22,7,2028-05-20,7.11,Active,Medium,BR005
INV00808,CUST00495,NPS,16563.0,19110.0,15.38,2023-10-01,2,2025-09-30,12.13,Active,Medium,BR049
INV00809,CUST00443,PPF,6388.0,9313.0,45.79,2020-06-21,10,2030-06-19,8.68,Active,Low,BR044
INV00810,CUST01065,Recurring Deposit,28841.0,40904.0,41.83,2020-05-11,1,2021-05-11,7.82,Active,Low,BR041
INV00811,CUST02837,Gold Bond,21526.0,27267.0,26.67,2022-12-20,5,2027-12-19,12.35,Active,Medium,BR033
INV00812,CUST02675,Mutual Fund,308498.0,498431.0,61.57,2020-07-07,3,2023-07-07,11.29,Active,High,BR041
INV00813,CUST02090,PPF,102581.0,115723.0,12.81,2023-04-02,7,2030-03-31,7.14,Active,Low,BR001
INV00814,CUST00949,PPF,117605.0,144127.0,22.55,2022-09-19,3,2025-09-18,9.32,Active,Low,BR046
INV00815,CUST01453,Mutual Fund,94714.0,111551.0,17.78,2022-09-23,1,2023-09-23,7.47,Active,High,BR029
INV00816,CUST02006,NPS,100513.0,150837.0,50.07,2021-09-10,7,2028-09-08,13.06,Matured,Medium,BR047
INV00817,CUST00581,PPF,40451.0,59551.0,47.22,2021-01-08,5,2026-01-07,10.21,Active,Low,BR028
INV00818,CUST00706,Stocks,925670.0,1063511.0,14.89,2023-02-02,10,2033-01-30,7.54,Active,High,BR027
INV00819,CUST01693,SIP,9097.0,11226.0,23.4,2022-09-27,1,2023-09-27,9.75,Withdrawn,Medium,BR035
INV00820,CUST01393,NPS,152331.0,186580.0,22.48,2023-07-21,2,2025-07-20,15.05,Active,Medium,BR042
INV00821,CUST00058,PPF,135549.0,210158.0,55.04,2020-06-01,5,2025-05-31,10.04,Active,Low,BR036
INV00822,CUST02589,Stocks,641064.0,798510.0,24.56,2023-01-26,5,2028-01-25,12.06,Active,High,BR027
INV00823,CUST02603,Recurring Deposit,5134.0,7222.0,40.67,2020-07-18,3,2023-07-18,7.96,Active,Low,BR018
INV00824,CUST02223,SIP,22982.0,28962.0,26.02,2022-12-15,5,2027-12-14,11.98,Active,Medium,BR030
INV00825,CUST01129,SIP,11246.0,18486.0,64.38,2020-07-15,3,2023-07-15,11.78,Active,Medium,BR034
INV00826,CUST00624,NPS,108891.0,184932.0,69.83,2020-03-06,7,2027-03-05,11.61,Active,Medium,BR036
INV00827,CUST01290,NPS,61750.0,75451.0,22.19,2022-05-20,5,2027-05-19,7.96,Matured,Medium,BR023
INV00828,CUST02472,Gold Bond,54596.0,95870.0,75.6,2021-05-13,1,2022-05-13,16.75,Active,Medium,BR010
INV00829,CUST02195,PPF,40497.0,48818.0,20.55,2023-08-06,3,2026-08-05,14.25,Active,Low,BR034
INV00830,CUST00220,Recurring Deposit,10199.0,13760.0,34.92,2022-08-21,3,2025-08-20,13.52,Matured,Low,BR033
INV00831,CUST02130,Fixed Deposit,227561.0,341468.0,50.06,2022-03-16,5,2027-03-15,15.63,Active,Low,BR045
INV00832,CUST00287,Mutual Fund,359844.0,687691.0,91.11,2020-03-19,2,2022-03-19,14.49,Active,High,BR017
INV00833,CUST00838,Mutual Fund,180651.0,247030.0,36.74,2022-08-03,1,2023-08-03,13.86,Matured,High,BR002
INV00834,CUST00077,Fixed Deposit,2306006.0,2983366.0,29.37,2023-05-19,5,2028-05-17,17.24,Active,Low,BR039
INV00835,CUST01426,PPF,66925.0,73999.0,10.57,2023-09-15,1,2024-09-14,8.08,Matured,Low,BR011
INV00836,CUST01350,Gold Bond,354188.0,514826.0,45.35,2021-10-28,3,2024-10-27,12.5,Active,Medium,BR001
INV00837,CUST00248,Mutual Fund,335410.0,426175.0,27.06,2023-04-01,7,2030-03-30,14.66,Matured,High,BR035
INV00838,CUST02453,Stocks,794411.0,1597814.0,101.13,2020-07-30,7,2027-07-29,17.12,Active,High,BR012
INV00839,CUST00498,PPF,19489.0,28320.0,45.31,2022-04-29,2,2024-04-28,15.0,Active,Low,BR041
INV00840,CUST01888,Mutual Fund,413267.0,530078.0,28.27,2022-10-19,3,2025-10-18,11.98,Active,High,BR042
INV00841,CUST01996,Mutual Fund,268895.0,356506.0,32.58,2022-03-17,10,2032-03-14,10.63,Matured,High,BR038
INV00842,CUST00870,PPF,56319.0,110824.0,96.78,2020-01-06,3,2023-01-05,14.54,Active,Low,BR040
INV00843,CUST02384,PPF,55981.0,70547.0,26.02,2022-11-20,3,2025-11-19,11.57,Active,Low,BR009
INV00844,CUST02612,Mutual Fund,40468.0,43501.0,7.49,2023-11-21,2,2025-11-20,6.73,Active,High,BR040
INV00845,CUST00348,SIP,30106.0,48614.0,61.48,2021-12-21,1,2022-12-21,17.15,Active,Medium,BR004
INV00846,CUST02030,SIP,34885.0,48705.0,39.62,2022-05-23,10,2032-05-20,13.65,Active,Medium,BR009
INV00847,CUST02193,Stocks,539142.0,626807.0,16.26,2023-09-01,7,2030-08-30,11.98,Active,High,BR013
INV00848,CUST02246,SIP,33386.0,53562.0,60.43,2021-12-18,1,2022-12-18,16.85,Active,Medium,BR025
INV00849,CUST01433,NPS,54324.0,69089.0,27.18,2023-05-01,5,2028-04-29,15.5,Active,Medium,BR023
INV00850,CUST01659,NPS,114378.0,164638.0,43.94,2022-04-09,10,2032-04-06,14.28,Active,Medium,BR044
INV00851,CUST02017,Fixed Deposit,2473921.0,3306987.0,33.67,2023-01-07,1,2024-01-07,15.78,Active,Low,BR002
INV00852,CUST01054,PPF,75646.0,104701.0,38.41,2020-07-14,7,2027-07-13,7.55,Matured,Low,BR035
INV00853,CUST01056,Mutual Fund,364632.0,549529.0,50.71,2021-11-24,2,2023-11-24,14.14,Matured,High,BR025
INV00854,CUST00717,Recurring Deposit,17613.0,20322.0,15.38,2023-06-16,7,2030-06-14,9.72,Active,Low,BR016
INV00855,CUST01012,Fixed Deposit,1517266.0,2675732.0,76.35,2021-02-04,7,2028-02-03,15.64,Active,Low,BR036
INV00856,CUST01006,Recurring Deposit,15924.0,28418.0,78.46,2020-03-30,1,2021-03-30,12.95,Active,Low,BR027
INV00857,CUST01456,PPF,54272.0,72455.0,33.5,2023-03-17,10,2033-03-14,17.5,Active,Low,BR017
INV00858,CUST02354,Gold Bond,265983.0,398389.0,49.78,2021-08-30,2,2023-08-30,12.87,Active,Medium,BR036
INV00859,CUST02880,Stocks,324944.0,443503.0,36.49,2022-05-03,3,2025-05-02,12.39,Active,High,BR044
INV00860,CUST00978,Stocks,274396.0,414383.0,51.02,2020-07-01,1,2021-07-01,9.59,Active,High,BR036
INV00861,CUST00364,Stocks,378731.0,466844.0,23.27,2022-11-02,5,2027-11-01,10.16,Active,High,BR031
INV00862,CUST00823,Fixed Deposit,4598664.0,6748125.0,46.74,2021-03-24,1,2022-03-24,10.7,Active,Low,BR027
INV00863,CUST02714,Mutual Fund,323715.0,399919.0,23.54,2021-08-30,3,2024-08-29,6.54,Withdrawn,High,BR045
INV00864,CUST02179,NPS,91168.0,104398.0,14.51,2022-12-31,3,2025-12-30,7.01,Withdrawn,Medium,BR038
INV00865,CUST02305,SIP,45553.0,55589.0,22.03,2023-03-05,7,2030-03-03,11.53,Active,Medium,BR030
INV00866,CUST00028,Mutual Fund,327148.0,523034.0,59.88,2021-11-25,5,2026-11-24,16.35,Active,High,BR047
INV00867,CUST02565,SIP,26131.0,42499.0,62.64,2021-03-24,10,2031-03-22,13.76,Withdrawn,Medium,BR048
INV00868,CUST01793,Gold Bond,165439.0,198451.0,19.95,2022-08-01,3,2025-07-31,7.82,Active,Medium,BR048
INV00869,CUST02119,Recurring Deposit,13416.0,18153.0,35.31,2022-02-19,10,2032-02-17,11.14,Active,Low,BR001
INV00870,CUST00769,Recurring Deposit,1296.0,1636.0,26.23,2021-06-24,2,2023-06-24,6.84,Active,Low,BR014
INV00871,CUST01959,Mutual Fund,300783.0,387871.0,28.95,2021-10-27,1,2022-10-27,8.33,Matured,High,BR045
INV00872,CUST01769,NPS,131778.0,152899.0,16.03,2022-12-24,3,2025-12-23,7.64,Active,Medium,BR018
INV00873,CUST01993,NPS,129679.0,178524.0,37.67,2021-02-10,10,2031-02-08,8.57,Active,Medium,BR027
INV00874,CUST00268,NPS,118154.0,139063.0,17.7,2022-04-24,2,2024-04-23,6.25,Active,Medium,BR039
INV00875,CUST00915,Gold Bond,476800.0,838314.0,75.82,2020-10-19,1,2021-10-19,14.38,Active,Medium,BR017
INV00876,CUST00993,PPF,18121.0,27147.0,49.81,2021-12-12,1,2022-12-12,14.16,Active,Low,BR040
INV00877,CUST00674,Gold Bond,145156.0,169899.0,17.05,2023-10-15,7,2030-10-13,13.88,Active,Medium,BR021
INV00878,CUST02159,Mutual Fund,258304.0,365076.0,41.34,2022-06-12,3,2025-06-11,14.51,Active,High,BR022
INV00879,CUST00681,Recurring Deposit,47769.0,71301.0,49.26,2022-05-31,10,2032-05-28,16.75,Matured,Low,BR013
INV00880,CUST00024,SIP,41907.0,82041.0,95.77,2020-06-21,1,2021-06-21,15.99,Active,Medium,BR012
INV00881,CUST00157,SIP,24053.0,27824.0,15.68,2023-02-10,1,2024-02-10,8.02,Active,Medium,BR045
INV00882,CUST02337,Stocks,644023.0,1079717.0,67.65,2021-01-05,2,2023-01-05,13.84,Active,High,BR023
INV00883,CUST01814,PPF,124327.0,168939.0,35.88,2020-12-28,2,2022-12-28,7.95,Matured,Low,BR001
INV00884,CUST02420,Recurring Deposit,16351.0,24052.0,47.1,2021-12-19,1,2022-12-19,13.57,Active,Low,BR013
INV00885,CUST00131,Gold Bond,448847.0,534786.0,19.15,2023-08-12,1,2024-08-11,13.47,Active,Medium,BR037
INV00886,CUST01202,PPF,102242.0,155082.0,51.68,2022-04-22,3,2025-04-21,16.73,Active,Low,BR001
INV00887,CUST02412,SIP,4435.0,8449.0,90.51,2020-07-28,7,2027-07-27,15.67,Matured,Medium,BR024
INV00888,CUST00012,Fixed Deposit,2533464.0,3234725.0,27.68,2022-09-21,2,2024-09-20,11.33,Active,Low,BR035
INV00889,CUST01636,NPS,36625.0,52353.0,42.94,2021-02-19,10,2031-02-17,9.69,Active,Medium,BR036
INV00890,CUST01566,PPF,68724.0,78558.0,14.31,2023-07-17,2,2025-07-16,9.61,Withdrawn,Low,BR023
INV00891,CUST01968,PPF,4276.0,7033.0,64.48,2021-12-01,5,2026-11-30,17.52,Matured,Low,BR030
INV00892,CUST02190,NPS,154035.0,175281.0,13.79,2023-08-26,5,2028-08-24,10.06,Active,Medium,BR039
INV00893,CUST01358,Gold Bond,362413.0,622907.0,71.88,2020-08-14,2,2022-08-14,13.16,Active,Medium,BR041
