loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_years,emi_amount,disbursement_date,maturity_date,outstanding_amount,paid_emis,total_emis,days_past_due,loan_status,collateral_type,branch_id,credit_score_at_sanction
LN001589,CUST02813,Gold Loan,80854.0,10.38,3,2623.0,2022-08-17,2025-08-16,36788.0,24,36,0,Active,Gold,BR038,810
LN001590,CUST00533,Business Loan,9793052.0,13.83,3,333911.0,2020-04-21,2023-04-21,2079708.0,33,36,180,NPA,None,BR014,695
LN001591,CUST01806,Business Loan,3538367.0,13.66,2,169318.0,2020-01-31,2022-01-30,1049392.0,21,24,0,Active,None,BR032,615
LN001592,CUST00764,Personal Loan,831631.0,14.63,1,74916.0,2023-08-17,2024-08-16,831631.0,0,12,0,Active,None,BR004,765
LN001593,CUST00543,Personal Loan,517492.0,15.82,7,10226.0,2023-12-11,2030-12-09,417277.0,14,84,0,Active,None,BR031,900
LN001594,CUST00701,Gold Loan,313965.0,11.44,2,14698.0,2023-06-28,2025-06-27,139059.0,17,24,0,Active,Gold,BR009,672
LN001595,CUST00811,Home Loan,5611471.0,8.88,5,116160.0,2021-12-05,2026-12-04,2765551.0,35,60,0,Active,Property,BR032,687
LN001596,CUST00851,Personal Loan,993038.0,12.9,2,47166.0,2023-11-10,2025-11-09,365730.0,19,24,0,Active,None,BR017,675
LN001597,CUST02919,Business Loan,9665749.0,12.49,3,323288.0,2020-07-22,2023-07-22,6497527.0,14,36,0,Active,None,BR003,709
LN001598,CUST02706,Education Loan,176774.0,9.15,1,15471.0,2021-05-05,2022-05-05,57647.0,11,12,0,Active,None,BR016,768
LN001599,CUST01909,Personal Loan,225505.0,13.89,5,5234.0,2020-05-31,2025-05-30,148565.0,21,60,0,Active,None,BR043,613
LN001600,CUST02857,Education Loan,685938.0,9.96,5,14560.0,2021-07-16,2026-07-15,655362.0,3,60,365,NPA,None,BR026,643
LN001601,CUST01721,Credit Card Loan,144928.0,20.28,1,13445.0,2021-05-05,2022-05-05,88459.0,6,12,0,Active,None,BR008,737
LN001602,CUST02764,Gold Loan,321513.0,9.8,5,6800.0,2021-02-23,2026-02-22,240593.0,17,60,0,Active,Gold,BR037,701
LN001603,CUST01047,Credit Card Loan,64170.0,19.43,3,2366.0,2022-01-09,2025-01-08,44296.0,12,36,30,Special Mention,None,BR012,740
LN001604,CUST00395,Education Loan,1663863.0,11.26,5,36392.0,2021-06-13,2026-06-12,721310.0,37,60,0,Active,None,BR047,775
LN001605,CUST02197,Car Loan,1569482.0,8.07,1,136575.0,2020-09-13,2021-09-13,517854.0,11,12,0,Active,Vehicle,BR011,791
LN001606,CUST01943,Business Loan,8498330.0,11.01,1,751127.0,2020-03-12,2021-03-12,5869386.0,5,12,0,Active,None,BR016,730
LN001607,CUST01595,Car Loan,1689202.0,8.63,7,26865.0,2024-02-27,2031-02-25,993398.0,37,84,30,Special Mention,Vehicle,BR024,622
LN001608,CUST00596,Education Loan,1876355.0,11.22,3,61626.0,2023-11-25,2026-11-24,1531249.0,8,36,0,Active,None,BR048,671
LN001609,CUST01555,Education Loan,1542268.0,10.5,3,50125.0,2023-10-17,2026-10-16,489643.0,30,36,0,Active,None,BR042,725
LN001610,CUST01849,Personal Loan,662711.0,13.75,5,15336.0,2023-08-08,2028-08-06,555359.0,10,60,0,Active,None,BR033,745
LN001611,CUST01810,Education Loan,1434263.0,10.62,7,24274.0,2024-04-24,2031-04-23,1417271.0,1,84,0,Active,None,BR022,744
LN001612,CUST02911,Home Loan,3353800.0,8.6,10,41762.0,2020-04-03,2030-04-01,2096764.0,43,120,0,Active,Property,BR007,780
LN001613,CUST00690,Home Loan,8297263.0,7.56,2,373605.0,2023-11-21,2025-11-20,3851364.0,17,24,0,Active,Property,BR025,726
LN001614,CUST02111,Car Loan,2125293.0,11.1,3,69681.0,2020-04-05,2023-04-05,1052206.0,22,36,0,Active,Vehicle,BR019,679
LN001615,CUST02918,Home Loan,14156483.0,7.85,30,102374.0,2022-01-04,2051-12-28,11504996.0,37,360,180,NPA,Property,BR027,729
LN001616,CUST00982,Car Loan,2154904.0,11.73,5,47643.0,2022-07-25,2027-07-24,887600.0,38,60,0,Active,Vehicle,BR003,719
LN001617,CUST02715,Gold Loan,197736.0,8.87,3,6276.0,2021-06-15,2024-06-14,83513.0,26,36,0,Active,Gold,BR012,714
LN001618,CUST01105,Car Loan,1778683.0,9.22,5,37110.0,2021-04-03,2026-04-02,895465.0,34,60,90,NPA,Vehicle,BR012,776
LN001619,CUST02769,Credit Card Loan,121700.0,19.39,7,2658.0,2024-02-26,2031-02-24,58440.0,34,84,90,NPA,None,BR031,734
LN001620,CUST00416,Personal Loan,247574.0,12.84,5,5613.0,2023-11-08,2028-11-06,121843.0,32,60,0,Active,None,BR020,689
LN001621,CUST01169,Personal Loan,685278.0,13.35,5,15717.0,2020-05-19,2025-05-18,223198.0,42,60,30,Special Mention,None,BR031,720
LN001622,CUST02760,Home Loan,4677465.0,8.06,30,34518.0,2020-03-05,2050-02-26,4629140.0,2,360,30,Special Mention,Property,BR028,736
LN001623,CUST02081,Credit Card Loan,87881.0,17.0,1,8015.0,2023-05-27,2024-05-26,59828.0,5,12,0,Active,None,BR035,703
LN001624,CUST00410,Home Loan,12907066.0,8.54,10,160293.0,2024-05-20,2034-05-18,12233835.0,6,120,30,Special Mention,Property,BR021,744
LN001625,CUST00783,Car Loan,2231318.0,8.3,5,45568.0,2023-11-18,2028-11-16,1944240.0,9,60,60,Special Mention,Vehicle,BR002,736
LN001626,CUST02327,Gold Loan,404306.0,8.61,2,18398.0,2020-09-17,2022-09-17,288399.0,9,24,0,Active,Gold,BR006,650
LN001627,CUST00026,Gold Loan,158953.0,8.97,3,5052.0,2022-03-10,2025-03-09,35179.0,35,36,0,Active,Gold,BR045,712
LN001628,CUST00556,Credit Card Loan,152787.0,19.28,1,14100.0,2024-05-28,2025-05-28,93567.0,6,12,0,Active,None,BR021,669
LN001629,CUST02878,Personal Loan,861699.0,13.56,2,41195.0,2021-01-14,2023-01-14,371479.0,17,24,0,Active,None,BR026,773
LN001630,CUST02717,Car Loan,2741118.0,9.69,5,57821.0,2022-12-08,2027-12-07,1243554.0,37,60,30,Special Mention,Vehicle,BR049,744
LN001631,CUST02600,Home Loan,1913572.0,8.57,30,14802.0,2024-05-25,2054-05-18,1664898.0,24,360,0,Active,Property,BR027,666
LN001632,CUST02919,Car Loan,2188735.0,10.78,3,71424.0,2021-07-07,2024-07-06,438847.0,35,36,180,NPA,Vehicle,BR003,709
LN001633,CUST01029,Home Loan,6539211.0,9.98,5,138889.0,2021-08-08,2026-08-07,4983654.0,16,60,0,Active,Property,BR048,730
LN001634,CUST02544,Personal Loan,999667.0,15.8,5,24206.0,2023-10-26,2028-10-24,406620.0,35,60,0,Active,None,BR046,688
LN001635,CUST01655,Credit Card Loan,83314.0,18.54,2,4181.0,2021-07-05,2023-07-05,74534.0,3,24,0,Active,None,BR004,737
LN001636,CUST01484,Business Loan,5916746.0,12.48,7,105979.0,2022-07-07,2029-07-05,5916746.0,0,84,0,Active,None,BR048,665
LN001637,CUST00867,Home Loan,14461441.0,9.64,20,136133.0,2020-01-06,2040-01-01,9887372.0,48,240,60,Special Mention,Property,BR047,893
LN001638,CUST00469,Business Loan,8682828.0,14.04,5,202196.0,2020-07-30,2025-07-29,3021340.0,40,60,0,Active,None,BR003,687
LN001639,CUST02665,Business Loan,9794027.0,11.57,1,868197.0,2020-08-02,2021-08-02,3716648.0,10,12,0,Active,None,BR032,729
LN001640,CUST02164,Credit Card Loan,35512.0,18.87,1,3270.0,2022-04-27,2023-04-27,21778.0,6,12,0,Active,None,BR013,770
LN001641,CUST01817,Car Loan,2384801.0,10.84,5,51667.0,2020-09-27,2025-09-26,1950798.0,12,60,30,Special Mention,Vehicle,BR028,607
LN001642,CUST00633,Car Loan,1988048.0,9.48,5,41733.0,2023-03-29,2028-03-27,585819.0,48,60,0,Active,Vehicle,BR004,714
LN001643,CUST00411,Personal Loan,211850.0,13.34,3,7173.0,2021-05-14,2024-05-13,196787.0,3,36,60,Special Mention,None,BR020,753
LN001644,CUST02282,Education Loan,1969091.0,9.18,2,90117.0,2024-03-05,2026-03-05,1842927.0,2,24,0,Active,None,BR017,673
LN001645,CUST02675,Education Loan,1405868.0,10.79,7,23915.0,2022-08-12,2029-08-10,1204982.0,12,84,0,Active,None,BR041,643
LN001646,CUST00167,Business Loan,6942008.0,14.12,7,130553.0,2022-01-21,2029-01-19,4748718.0,24,84,60,Special Mention,None,BR035,744
LN001647,CUST01165,Gold Loan,453518.0,10.63,5,9778.0,2020-07-06,2025-07-05,405606.0,7,60,30,Special Mention,Gold,BR047,793
LN001648,CUST01155,Education Loan,1064912.0,11.15,2,49707.0,2021-12-07,2023-12-07,751758.0,9,24,0,Active,None,BR013,809
LN001649,CUST01344,Education Loan,1940855.0,12.91,1,173271.0,2020-09-13,2021-09-13,970537.0,8,12,0,Active,None,BR030,773
LN001650,CUST00121,Gold Loan,243352.0,11.14,1,21524.0,2022-11-02,2023-11-02,213218.0,2,12,0,Active,Gold,BR039,743
LN001651,CUST00114,Personal Loan,1262509.0,12.76,1,112622.0,2020-04-24,2021-04-24,868332.0,5,12,0,Active,None,BR015,860
LN001652,CUST01447,Car Loan,1359151.0,11.61,1,120510.0,2020-05-17,2021-05-17,599938.0,9,12,0,Active,Vehicle,BR028,652
LN001653,CUST01853,Education Loan,525321.0,11.19,1,46474.0,2023-02-18,2024-02-18,427726.0,3,12,0,Active,None,BR022,638
LN001654,CUST01680,Personal Loan,789101.0,13.75,2,37794.0,2023-06-15,2025-06-14,445176.0,13,24,0,Active,None,BR047,709
LN001655,CUST01059,Gold Loan,79782.0,9.66,3,2562.0,2021-09-22,2024-09-21,60055.0,11,36,0,Active,Gold,BR005,732
LN001656,CUST01607,Gold Loan,210767.0,11.32,5,4616.0,2024-01-25,2029-01-23,184917.0,8,60,0,Active,Gold,BR028,700
LN001657,CUST02354,Home Loan,4191093.0,8.54,5,86068.0,2020-04-19,2025-04-18,4010350.0,3,60,0,Active,Property,BR036,633
LN001658,CUST00155,Business Loan,4039398.0,12.49,2,191077.0,2022-06-11,2024-06-10,1631828.0,18,24,365,NPA,None,BR021,835
LN001659,CUST01916,Education Loan,1803470.0,12.81,7,32623.0,2021-02-06,2028-02-05,1689290.0,5,84,0,Active,None,BR003,690
LN001660,CUST00635,Gold Loan,433295.0,10.91,7,7399.0,2022-08-29,2029-08-27,257199.0,34,84,0,Active,Gold,BR027,638
LN001661,CUST01899,Education Loan,1653297.0,12.73,1,147456.0,2022-01-23,2023-01-23,1033982.0,6,12,30,Special Mention,None,BR032,733
LN001662,CUST00804,Gold Loan,399037.0,11.15,2,18626.0,2021-03-21,2023-03-21,99158.0,23,24,0,Active,Gold,BR037,659
LN001663,CUST02936,Home Loan,10211131.0,8.66,15,101502.0,2020-05-13,2035-05-10,7795383.0,34,180,0,Active,Property,BR011,777
LN001664,CUST02012,Credit Card Loan,69007.0,20.28,2,3522.0,2022-03-30,2024-03-29,64076.0,2,24,0,Active,None,BR015,669
LN001665,CUST02844,Gold Loan,287664.0,12.01,2,13543.0,2022-02-24,2024-02-24,107542.0,19,24,0,Active,Gold,BR023,639
LN001666,CUST01910,Credit Card Loan,190056.0,20.45,7,4272.0,2023-02-12,2030-02-10,73430.0,39,84,0,Active,None,BR006,693
LN001667,CUST00570,Business Loan,6547303.0,10.88,7,111708.0,2024-03-21,2031-03-20,3810457.0,35,84,30,Special Mention,None,BR030,678
LN001668,CUST02278,Education Loan,1508008.0,10.09,7,25102.0,2021-04-01,2028-03-30,1191723.0,18,84,0,Active,None,BR007,628
LN001669,CUST00420,Education Loan,1981864.0,11.12,2,92482.0,2021-10-04,2023-10-04,1852389.0,2,24,0,Active,None,BR016,689
LN001670,CUST01444,Education Loan,614709.0,11.4,1,54445.0,2023-06-28,2024-06-27,614709.0,0,12,60,Special Mention,None,BR046,677
LN001671,CUST00637,Credit Card Loan,85503.0,19.56,3,3158.0,2023-02-19,2026-02-18,19185.0,30,36,0,Active,None,BR036,778
LN001672,CUST00655,Personal Loan,1452230.0,13.8,1,130255.0,2020-03-08,2021-03-08,540445.0,10,12,30,Special Mention,None,BR017,878
LN001673,CUST01812,Personal Loan,446034.0,13.21,7,8165.0,2020-12-22,2027-12-21,205983.0,42,84,0,Active,None,BR007,731
LN001674,CUST00187,Car Loan,834188.0,8.78,5,17227.0,2021-07-27,2026-07-26,472421.0,30,60,0,Active,Vehicle,BR045,768
LN001675,CUST01733,Gold Loan,81105.0,12.07,7,1435.0,2023-11-10,2030-11-08,32889.0,48,84,0,Active,Gold,BR007,684
LN001676,CUST02608,Gold Loan,284595.0,11.15,7,4895.0,2023-07-31,2030-07-29,209212.0,22,84,0,Active,Gold,BR020,709
LN001677,CUST02495,Business Loan,5323578.0,10.62,1,469574.0,2024-05-04,2025-05-04,3680069.0,5,12,0,Active,None,BR038,673
LN001678,CUST02004,Gold Loan,489775.0,12.37,7,8743.0,2022-05-17,2029-05-15,391853.0,16,84,30,Special Mention,Gold,BR040,670
LN001679,CUST00635,Home Loan,6068932.0,9.13,7,98035.0,2021-02-03,2028-02-02,3735699.0,34,84,0,Active,Property,BR027,638
LN001680,CUST00924,Education Loan,316638.0,9.29,2,14507.0,2021-12-17,2023-12-17,286173.0,3,24,0,Active,None,BR034,652
LN001681,CUST02113,Gold Loan,86419.0,9.44,2,3966.0,2020-10-12,2022-10-12,33671.0,19,24,0,Active,Gold,BR039,699
LN001682,CUST02398,Business Loan,7861738.0,11.44,1,696463.0,2021-12-27,2022-12-27,4449069.0,7,12,0,Active,None,BR012,657
LN001683,CUST00189,Car Loan,306336.0,8.02,7,4778.0,2022-05-11,2029-05-09,159174.0,44,84,0,Active,Vehicle,BR002,633
LN001684,CUST02584,Car Loan,2961553.0,11.34,1,262223.0,2022-06-12,2023-06-12,1860216.0,6,12,0,Active,Vehicle,BR040,779
LN001685,CUST00944,Gold Loan,245342.0,8.79,3,7777.0,2023-04-01,2026-03-31,71137.0,32,36,30,Special Mention,Gold,BR021,683
LN001686,CUST02197,Home Loan,10742688.0,10.25,5,229554.0,2020-10-09,2025-10-08,3672425.0,44,60,0,Active,Property,BR011,791
LN001687,CUST00175,Business Loan,1088428.0,14.25,7,20549.0,2022-11-16,2029-11-14,858279.0,16,84,30,Special Mention,None,BR046,706
LN001688,CUST02227,Car Loan,2945070.0,10.19,1,259181.0,2022-03-09,2023-03-09,949376.0,11,12,0,Active,Vehicle,BR047,814
LN001689,CUST01180,Car Loan,1457819.0,11.07,1,128894.0,2020-03-11,2021-03-11,1187142.0,3,12,60,Special Mention,Vehicle,BR038,639
LN001690,CUST00250,Education Loan,1468669.0,10.78,3,47929.0,2022-11-08,2025-11-07,965414.0,15,36,30,Special Mention,None,BR028,724
LN001691,CUST02574,Education Loan,1444440.0,12.58,5,32552.0,2024-01-26,2029-01-24,1057071.0,17,60,0,Active,None,BR038,692
LN001692,CUST02895,Home Loan,1792246.0,9.9,5,37988.0,2024-02-28,2029-02-26,648807.0,43,60,0,Active,Property,BR029,748
LN001693,CUST02034,Business Loan,7883231.0,11.89,3,261404.0,2021-11-27,2024-11-26,7700248.0,1,36,0,Active,None,BR043,734
LN001694,CUST02395,Education Loan,114290.0,11.11,5,2491.0,2020-04-21,2025-04-20,37567.0,44,60,0,Active,None,BR006,718
LN001695,CUST01750,Car Loan,2917077.0,10.78,5,63098.0,2021-09-01,2026-08-31,1724525.0,27,60,0,Active,Vehicle,BR036,747
LN001696,CUST02506,Credit Card Loan,176128.0,20.46,7,3960.0,2023-12-31,2030-12-29,167812.0,3,84,60,Special Mention,None,BR002,644
LN001697,CUST02079,Credit Card Loan,93217.0,16.7,2,4595.0,2022-09-07,2024-09-06,35320.0,18,24,0,Active,None,BR032,695
LN001698,CUST02066,Home Loan,7732216.0,7.94,10,93559.0,2020-01-10,2030-01-07,6815338.0,14,120,0,Active,Property,BR007,655
LN001699,CUST00860,Business Loan,7677110.0,11.43,5,168572.0,2020-12-07,2025-12-06,6615106.0,9,60,0,Active,None,BR008,743
LN001700,CUST02931,Gold Loan,397558.0,8.9,7,6376.0,2022-09-04,2029-09-02,259199.0,31,84,30,Special Mention,Gold,BR020,738
LN001701,CUST02440,Credit Card Loan,90858.0,17.38,5,2277.0,2023-07-19,2028-07-17,47823.0,27,60,0,Active,None,BR042,767
LN001702,CUST02757,Credit Card Loan,135545.0,17.29,7,2793.0,2021-10-05,2028-10-03,92533.0,22,84,0,Active,None,BR013,709
LN001703,CUST01401,Home Loan,1749041.0,9.9,5,37076.0,2024-05-18,2029-05-17,555194.0,46,60,0,Active,Property,BR013,673
LN001704,CUST00742,Car Loan,2333635.0,8.32,7,36741.0,2022-07-01,2029-06-29,1587793.0,29,84,0,Active,Vehicle,BR043,639
LN001705,CUST02113,Gold Loan,180185.0,9.48,3,5770.0,2021-08-03,2024-08-02,91327.0,22,36,0,Active,Gold,BR039,699
LN001706,CUST01128,Credit Card Loan,84271.0,18.23,3,3056.0,2021-02-09,2024-02-09,37209.0,22,36,0,Active,None,BR002,648
LN001707,CUST02962,Business Loan,2389344.0,14.12,1,214671.0,2020-05-14,2021-05-14,736377.0,11,12,30,Special Mention,None,BR015,688
LN001708,CUST01656,Home Loan,1666237.0,7.81,10,20053.0,2020-10-01,2030-09-29,1146864.0,37,120,0,Active,Property,BR009,669
LN001709,CUST01072,Personal Loan,509171.0,13.43,1,45581.0,2024-03-02,2025-03-02,158197.0,11,12,0,Active,None,BR024,766
LN001710,CUST00944,Home Loan,13895290.0,10.07,15,149933.0,2021-05-23,2036-05-19,13265571.0,6,180,0,Active,Property,BR021,683
LN001711,CUST01542,Car Loan,1294536.0,10.08,5,27557.0,2024-04-21,2029-04-20,908738.0,20,60,0,Active,Vehicle,BR033,900
LN001712,CUST02176,Gold Loan,424654.0,11.8,1,37691.0,2021-02-26,2022-02-26,371887.0,2,12,0,Active,Gold,BR026,873
LN001713,CUST00198,Credit Card Loan,134651.0,20.1,1,12480.0,2020-08-19,2021-08-19,73499.0,7,12,0,Active,None,BR024,694
LN001714,CUST01220,Home Loan,1614231.0,9.47,3,51683.0,2021-04-21,2024-04-20,999203.0,17,36,0,Active,Property,BR042,815
LN001715,CUST00906,Home Loan,7813041.0,7.48,5,156476.0,2023-02-05,2028-02-04,5512844.0,21,60,30,Special Mention,Property,BR046,715
LN001716,CUST01885,Home Loan,14372624.0,10.09,3,464385.0,2024-03-22,2027-03-22,14047554.0,1,36,90,NPA,Property,BR022,705
LN001717,CUST00387,Car Loan,2392396.0,8.97,7,38455.0,2023-09-09,2030-09-07,1396412.0,37,84,30,Special Mention,Vehicle,BR019,708
LN001718,CUST02893,Car Loan,844398.0,10.52,1,74442.0,2022-06-09,2023-06-09,479632.0,7,12,60,Special Mention,Vehicle,BR030,731
LN001719,CUST00180,Business Loan,2280894.0,11.98,7,40235.0,2021-11-03,2028-11-01,2027414.0,9,84,0,Active,None,BR009,881
LN001720,CUST00869,Personal Loan,118852.0,14.58,3,4096.0,2022-10-01,2025-09-30,24234.0,33,36,0,Active,None,BR012,736
LN001721,CUST01988,Car Loan,2747135.0,11.79,5,60813.0,2023-10-29,2028-10-27,1640338.0,26,60,0,Active,Vehicle,BR048,717
LN001722,CUST02232,Home Loan,10929044.0,7.21,2,490343.0,2020-05-20,2022-05-20,8869603.0,6,24,90,NPA,Property,BR018,756
LN001723,CUST02048,Personal Loan,1045212.0,12.41,1,93067.0,2023-02-01,2024-02-01,589184.0,7,12,30,Special Mention,None,BR021,701
LN001724,CUST02245,Education Loan,1401923.0,10.43,2,64972.0,2023-07-17,2025-07-16,446835.0,21,24,0,Active,None,BR024,789
LN001725,CUST00652,Business Loan,9613853.0,12.24,3,320412.0,2021-03-13,2024-03-12,3333778.0,28,36,0,Active,None,BR004,767
LN001726,CUST01292,Personal Loan,1250133.0,15.43,3,43603.0,2021-04-02,2024-04-01,1097522.0,5,36,0,Active,None,BR041,853
LN001727,CUST02761,Personal Loan,781943.0,12.8,2,37103.0,2023-04-23,2025-04-22,210557.0,22,24,0,Active,None,BR003,721
LN001728,CUST01969,Business Loan,1449880.0,12.96,3,48823.0,2022-07-16,2025-07-15,1039767.0,12,36,30,Special Mention,None,BR035,701
LN001729,CUST02156,Gold Loan,318164.0,10.6,5,6854.0,2022-12-23,2027-12-22,97465.0,46,60,0,Active,Gold,BR028,653
LN001730,CUST02712,Car Loan,563559.0,11.27,7,9730.0,2021-10-06,2028-10-04,400095.0,24,84,0,Active,Vehicle,BR024,801
LN001731,CUST01685,Credit Card Loan,157760.0,16.87,2,7790.0,2022-03-06,2024-03-05,59606.0,18,24,0,Active,None,BR011,617
LN001732,CUST01180,Home Loan,2712339.0,7.21,15,24699.0,2022-03-28,2037-03-24,1882453.0,48,180,60,Special Mention,Property,BR038,639
LN001733,CUST00760,Business Loan,8748515.0,10.98,3,286332.0,2023-04-03,2026-04-02,5341164.0,17,36,0,Active,None,BR015,742
LN001734,CUST02464,Education Loan,573604.0,9.93,2,26449.0,2022-12-24,2024-12-23,314404.0,14,24,0,Active,None,BR018,656
LN001735,CUST01552,Education Loan,654440.0,12.65,7,11780.0,2023-12-21,2030-12-19,538996.0,14,84,60,Special Mention,None,BR046,681
LN001736,CUST00192,Business Loan,4445251.0,10.67,7,75350.0,2023-03-12,2030-03-10,3073881.0,26,84,0,Active,None,BR043,746
LN001737,CUST00155,Home Loan,9917851.0,10.94,30,94013.0,2020-12-03,2050-11-26,9062333.0,13,360,30,Special Mention,Property,BR021,835
LN001738,CUST02938,Credit Card Loan,162900.0,18.99,7,3518.0,2023-12-26,2030-12-24,64396.0,40,84,0,Active,None,BR039,673
LN001739,CUST02026,Gold Loan,426514.0,11.08,7,7322.0,2022-02-27,2029-02-25,339382.0,17,84,0,Active,Gold,BR038,818
LN001740,CUST00218,Home Loan,10077352.0,9.1,10,128201.0,2022-06-08,2032-06-05,8462019.0,18,120,0,Active,Property,BR008,695
LN001741,CUST01172,Car Loan,1725247.0,11.06,7,29592.0,2022-06-02,2029-05-31,834528.0,43,84,0,Active,Vehicle,BR029,736
LN001742,CUST02533,Gold Loan,363502.0,10.03,1,31963.0,2022-12-15,2023-12-15,95013.0,12,12,0,Active,Gold,BR032,726
LN001743,CUST01214,Car Loan,337469.0,9.99,2,15571.0,2020-04-03,2022-04-03,272071.0,6,24,90,NPA,Vehicle,BR008,770
LN001744,CUST02690,Personal Loan,766330.0,15.99,3,26939.0,2022-10-12,2025-10-11,577757.0,10,36,0,Active,None,BR042,727
LN001745,CUST00970,Car Loan,1631142.0,11.23,7,28129.0,2023-03-25,2030-03-23,981362.0,33,84,0,Active,Vehicle,BR012,629
LN001746,CUST02512,Car Loan,1304090.0,10.22,3,42214.0,2020-04-16,2023-04-16,535795.0,26,36,60,Special Mention,Vehicle,BR045,727
LN001747,CUST01518,Personal Loan,235353.0,14.25,7,4443.0,2023-11-30,2030-11-28,210472.0,8,84,365,NPA,None,BR001,753
LN001748,CUST00185,Car Loan,2083161.0,10.92,1,184037.0,2023-06-30,2024-06-29,1310206.0,6,12,0,Active,Vehicle,BR043,799
LN001749,CUST01304,Education Loan,1996750.0,10.93,5,43347.0,2020-04-22,2025-04-21,1602292.0,13,60,0,Active,None,BR014,678
LN001750,CUST02645,Credit Card Loan,175753.0,20.5,3,6576.0,2020-06-07,2023-06-07,14641.0,35,36,365,NPA,None,BR040,646
LN001751,CUST00600,Business Loan,6259804.0,14.13,1,562447.0,2021-11-03,2022-11-03,4684952.0,4,12,60,Special Mention,None,BR002,708
LN001752,CUST02511,Car Loan,2999679.0,11.68,3,99174.0,2022-05-22,2025-05-21,2652570.0,5,36,30,Special Mention,Vehicle,BR034,767
LN001753,CUST02896,Gold Loan,147132.0,10.73,2,6839.0,2023-07-02,2025-07-01,41811.0,22,24,0,Active,Gold,BR022,900
LN001754,CUST00905,Car Loan,544321.0,10.66,3,17732.0,2020-04-02,2023-04-02,234011.0,25,36,0,Active,Vehicle,BR031,716
LN001755,CUST00550,Home Loan,7709929.0,9.02,1,674313.0,2022-09-23,2023-09-23,2045700.0,12,12,0,Active,Property,BR025,683
LN001756,CUST01636,Home Loan,13364796.0,10.49,20,133308.0,2022-11-25,2042-11-20,9352225.0,43,240,30,Special Mention,Property,BR036,663
LN001757,CUST00756,Personal Loan,1311598.0,12.46,2,62021.0,2023-03-13,2025-03-12,1137939.0,4,24,0,Active,None,BR033,865
LN001758,CUST01656,Gold Loan,463870.0,10.5,7,7822.0,2023-05-19,2030-05-17,310559.0,28,84,60,Special Mention,Gold,BR009,669
LN001759,CUST01443,Home Loan,2215999.0,10.76,5,47921.0,2023-02-21,2028-02-20,1847007.0,11,60,0,Active,Property,BR038,730
LN001760,CUST00120,Personal Loan,1308655.0,13.84,5,30344.0,2020-09-03,2025-09-02,883839.0,20,60,30,Special Mention,None,BR019,826
LN001761,CUST01646,Business Loan,4210223.0,13.44,7,77607.0,2021-08-05,2028-08-03,3178050.0,19,84,30,Special Mention,None,BR006,729
LN001762,CUST00546,Business Loan,1538593.0,10.89,5,33366.0,2020-11-02,2025-11-01,884619.0,28,60,0,Active,None,BR035,638
LN001763,CUST02437,Business Loan,2510121.0,11.5,2,117581.0,2024-03-16,2026-03-16,2263201.0,3,24,0,Active,None,BR007,708
LN001764,CUST01367,Home Loan,4428875.0,7.29,3,137337.0,2022-06-17,2025-06-16,3371380.0,11,36,90,NPA,Property,BR020,731
LN001765,CUST01295,Education Loan,1514677.0,12.73,5,34252.0,2022-01-05,2027-01-04,555621.0,40,60,0,Active,None,BR008,710
LN001766,CUST00035,Home Loan,5362547.0,10.82,7,91306.0,2024-01-03,2031-01-01,4787319.0,9,84,180,NPA,Property,BR018,733
LN001767,CUST01370,Business Loan,6102507.0,13.04,2,290234.0,2020-09-30,2022-09-30,3664541.0,12,24,0,Active,None,BR025,714
LN001768,CUST00510,Education Loan,116883.0,9.79,7,1928.0,2024-05-11,2031-05-10,73696.0,32,84,0,Active,None,BR011,640
LN001769,CUST00512,Gold Loan,124359.0,11.08,3,4076.0,2021-02-10,2024-02-10,75855.0,17,36,0,Active,Gold,BR027,809
LN001770,CUST00347,Education Loan,1247635.0,10.63,5,26899.0,2021-09-24,2026-09-23,1059342.0,10,60,0,Active,None,BR028,605
LN001771,CUST02104,Personal Loan,436204.0,14.62,2,21071.0,2022-11-15,2024-11-14,406705.0,2,24,365,NPA,None,BR040,760
LN001772,CUST02137,Home Loan,14856949.0,9.22,1,1300761.0,2021-08-04,2022-08-04,3930557.0,12,12,0,Active,Property,BR049,729
LN001773,CUST02500,Home Loan,1731076.0,9.9,30,15068.0,2023-11-27,2053-11-19,1625600.0,10,360,0,Active,Property,BR015,721
LN001774,CUST00916,Personal Loan,430620.0,12.54,5,9697.0,2022-08-16,2027-08-15,152316.0,41,60,30,Special Mention,None,BR038,724
LN001775,CUST02563,Home Loan,10766450.0,8.34,10,132577.0,2021-03-08,2031-03-06,7982333.0,30,120,0,Active,Property,BR026,769
LN001776,CUST00975,Business Loan,6081660.0,10.58,7,102806.0,2021-01-12,2028-01-11,4138627.0,27,84,0,Active,None,BR007,669
LN001777,CUST00085,Business Loan,7074747.0,10.95,2,329585.0,2021-11-20,2023-11-20,4536942.0,11,24,0,Active,None,BR004,652
LN001778,CUST02471,Car Loan,486797.0,8.67,7,7752.0,2020-01-14,2027-01-12,286020.0,37,84,0,Active,Vehicle,BR001,788
LN001779,CUST02247,Personal Loan,1009931.0,13.85,3,34441.0,2023-11-23,2026-11-22,431322.0,24,36,0,Active,None,BR001,638
