txn_id,account_id,customer_id,txn_date,txn_month,txn_year,txn_quarter,txn_hour,txn_day_of_week,txn_type,category,amount,channel,status,is_fraud,balance_after,description,reference_no
TXN0035528,ACC003732,CUST02647,2023-04-02,2023-04,2023,Q2,22,Sunday,Debit,Government Services,9313.59,Branch,Success,0,104714.6,Government Services via Branch,REF835483075
TXN0035529,ACC001357,CUST00960,2022-06-01,2022-06,2022,Q2,21,Wednesday,Debit,Investment,194167.33,NEFT,Success,0,8833135.77,Investment via NEFT,REF163875052
TXN0035530,ACC002371,CUST01685,2023-02-02,2023-02,2023,Q1,8,Thursday,Debit,Education,106082.75,Branch,Success,0,0.0,Education via Branch,REF258784063
TXN0035531,ACC002373,CUST01687,2020-05-09,2020-05,2020,Q2,2,Saturday,Debit,Rent,8757.71,NEFT,Success,0,4132703.68,Rent via NEFT,REF262163898
TXN0035532,ACC003447,CUST02444,2023-11-22,2023-11,2023,Q4,7,Wednesday,Credit,Dividend,21185.44,Branch,Success,0,471149.75,Dividend via Branch,REF595650914
TXN0035533,ACC002913,CUST02060,2022-05-07,2022-05,2022,Q2,14,Saturday,Debit,Entertainment,4588.18,NEFT,Success,0,100837.57,Entertainment via NEFT,REF502084972
TXN0035534,ACC003184,CUST02257,2021-09-27,2021-09,2021,Q3,19,Monday,Credit,Refund,41570.9,RTGS,Success,0,428623.19,Refund via RTGS,REF193362928
TXN0035535,ACC002348,CUST01666,2023-12-25,2023-12,2023,Q4,2,Monday,Debit,Tax Payment,94152.27,ATM,Success,0,240988.72,Tax Payment via ATM,REF497064817
TXN0035536,ACC001058,CUST00738,2023-02-06,2023-02,2023,Q1,20,Monday,Debit,Travel,50817.65,Net Banking,Success,0,108245.23,Travel via Net Banking,REF856769301
TXN0035537,ACC002861,CUST02027,2021-01-31,2021-01,2021,Q1,5,Sunday,Debit,Investment,66901.02,ATM,Failed,0,9796607.15,Investment via ATM,REF105338456
TXN0035538,ACC003499,CUST02482,2024-06-29,2024-06,2024,Q2,2,Saturday,Debit,Medical,106416.49,Mobile Banking,Success,0,0.0,Medical via Mobile Banking,REF664438818
TXN0035539,ACC001142,CUST00802,2022-06-02,2022-06,2022,Q2,6,Thursday,Debit,Insurance Premium,32513.53,UPI,Success,0,247138.31,Insurance Premium via UPI,REF713282138
TXN0035540,ACC002177,CUST01553,2020-05-06,2020-05,2020,Q2,13,Wednesday,Credit,Cash Deposit,158062.04,Branch,Success,0,573376.49,Cash Deposit via Branch,REF852533243
TXN0035541,ACC002140,CUST01525,2024-09-02,2024-09,2024,Q3,6,Monday,Debit,Medical,166104.8,ATM,Success,0,24516.06,Medical via ATM,REF778203847
TXN0035542,ACC002278,CUST01622,2022-10-17,2022-10,2022,Q4,21,Monday,Debit,Insurance Premium,43333.11,UPI,Success,0,219700.96,Insurance Premium via UPI,REF327962126
TXN0035543,ACC000600,CUST00421,2022-02-09,2022-02,2022,Q1,8,Wednesday,Debit,Government Services,5754.22,NEFT,Pending,0,426492.09,Government Services via NEFT,REF166101321
TXN0035544,ACC001429,CUST01014,2022-01-20,2022-01,2022,Q1,15,Thursday,Credit,Salary Credit,274876.13,Net Banking,Success,0,489392.94,Salary Credit via Net Banking,REF490856653
TXN0035545,ACC002404,CUST01706,2023-01-09,2023-01,2023,Q1,2,Monday,Debit,Investment,131799.38,IMPS,Success,0,177704.23,Investment via IMPS,REF241096098
TXN0035546,ACC000663,CUST00467,2021-02-08,2021-02,2021,Q1,9,Monday,Debit,Utility Bills,8631.32,Mobile Banking,Success,0,6713986.92,Utility Bills via Mobile Banking,REF627296779
TXN0035547,ACC001968,CUST01401,2022-05-28,2022-05,2022,Q2,3,Saturday,Debit,Shopping,26940.41,UPI,Success,0,77352.46,Shopping via UPI,REF464710499
TXN0035548,ACC003018,CUST02139,2021-11-17,2021-11,2021,Q4,13,Wednesday,Credit,Refund,17528.06,Net Banking,Success,0,79726.93,Refund via Net Banking,REF375106119
TXN0035549,ACC000409,CUST00289,2021-01-02,2021-01,2021,Q1,22,Saturday,Credit,Interest Credit,7519.6,Mobile Banking,Success,0,435212.9,Interest Credit via Mobile Banking,REF163465024
TXN0035550,ACC001020,CUST00708,2023-10-21,2023-10,2023,Q4,22,Saturday,Credit,Interest Credit,41183.36,Mobile Banking,Success,0,7560321.03,Interest Credit via Mobile Banking,REF451983306
TXN0035551,ACC000711,CUST00502,2024-07-23,2024-07,2024,Q3,0,Tuesday,Debit,Rent,25067.61,IMPS,Success,0,202034.82,Rent via IMPS,REF839636555
TXN0035552,ACC001980,CUST01411,2021-07-05,2021-07,2021,Q3,1,Monday,Debit,Entertainment,2977.57,Branch,Success,0,7579971.67,Entertainment via Branch,REF711543300
TXN0035553,ACC003404,CUST02410,2020-12-22,2020-12,2020,Q4,8,Tuesday,Credit,Cash Deposit,3490.32,ATM,Success,0,239816.12,Cash Deposit via ATM,REF518455393
TXN0035554,ACC003216,CUST02277,2023-01-28,2023-01,2023,Q1,12,Saturday,Debit,Government Services,9550.37,Net Banking,Failed,0,406535.87,Government Services via Net Banking,REF558863047
TXN0035555,ACC001602,CUST01143,2020-03-10,2020-03,2020,Q1,15,Tuesday,Debit,Utility Bills,7605.9,Net Banking,Success,0,252419.82,Utility Bills via Net Banking,REF319017376
TXN0035556,ACC001072,CUST00749,2024-01-07,2024-01,2024,Q1,17,Sunday,Debit,Entertainment,4791.37,Mobile Banking,Success,0,172050.17,Entertainment via Mobile Banking,REF982847470
TXN0035557,ACC000031,CUST00023,2024-09-16,2024-09,2024,Q3,17,Monday,Debit,Insurance Premium,27280.01,NEFT,Success,0,949311.47,Insurance Premium via NEFT,REF492473000
TXN0035558,ACC001440,CUST01024,2020-01-04,2020-01,2020,Q1,13,Saturday,Credit,Salary Credit,385946.51,ATM,Success,0,1966183.52,Salary Credit via ATM,REF487589296
TXN0035559,ACC003634,CUST02576,2022-09-18,2022-09,2022,Q3,19,Sunday,Debit,Insurance Premium,34128.27,RTGS,Success,0,136715.09,Insurance Premium via RTGS,REF946787602
TXN0035560,ACC003164,CUST02243,2024-02-03,2024-02,2024,Q1,23,Saturday,Debit,Travel,83589.0,RTGS,Success,0,334218.58,Travel via RTGS,REF445017411
TXN0035561,ACC001107,CUST00778,2022-11-22,2022-11,2022,Q4,8,Tuesday,Debit,Rent,56926.4,ATM,Success,0,1518818.45,Rent via ATM,REF321279951
TXN0035562,ACC003907,CUST02770,2024-03-21,2024-03,2024,Q1,18,Thursday,Debit,Tax Payment,363796.44,IMPS,Success,0,0.0,Tax Payment via IMPS,REF406466142
TXN0035563,ACC002388,CUST01696,2024-11-30,2024-11,2024,Q4,10,Saturday,Credit,Cash Deposit,97124.66,UPI,Success,0,9942920.65,Cash Deposit via UPI,REF843160177
TXN0035564,ACC003834,CUST02718,2022-08-24,2022-08,2022,Q3,18,Wednesday,Credit,Interest Credit,10489.94,IMPS,Success,0,316610.69,Interest Credit via IMPS,REF425053574
TXN0035565,ACC000432,CUST00302,2021-11-07,2021-11,2021,Q4,12,Sunday,Debit,Investment,366058.94,UPI,Success,0,118519.46,Investment via UPI,REF767280403
TXN0035566,ACC003951,CUST02803,2023-12-25,2023-12,2023,Q4,8,Monday,Debit,Tax Payment,353198.83,ATM,Failed,0,94628.81,Tax Payment via ATM,REF691174574
TXN0035567,ACC001188,CUST00835,2024-11-03,2024-11,2024,Q4,20,Sunday,Debit,Fund Transfer,729419.64,Mobile Banking,Success,0,0.0,Fund Transfer via Mobile Banking,REF699398145
TXN0035568,ACC003726,CUST02643,2023-07-14,2023-07,2023,Q3,9,Friday,Debit,Food & Dining,564.0,Mobile Banking,Success,0,1819709.84,Food & Dining via Mobile Banking,REF238601539
TXN0035569,ACC002494,CUST01771,2024-11-19,2024-11,2024,Q4,13,Tuesday,Debit,Government Services,2730.53,Branch,Success,0,95433.59,Government Services via Branch,REF680445110
TXN0035570,ACC001536,CUST01095,2022-12-04,2022-12,2022,Q4,7,Sunday,Debit,Fund Transfer,971618.3,RTGS,Success,0,0.0,Fund Transfer via RTGS,REF910996410
TXN0035571,ACC001784,CUST01269,2020-07-14,2020-07,2020,Q3,3,Tuesday,Debit,Travel,36078.42,UPI,Success,0,281528.52,Travel via UPI,REF349628758
TXN0035572,ACC000962,CUST00668,2023-12-23,2023-12,2023,Q4,20,Saturday,Debit,Education,19334.37,Branch,Success,0,133640.48,Education via Branch,REF428327681
TXN0035573,ACC003234,CUST02289,2024-04-22,2024-04,2024,Q2,0,Monday,Credit,Dividend,96632.05,NEFT,Success,0,417780.55,Dividend via NEFT,REF400080310
TXN0035574,ACC000984,CUST00684,2020-11-14,2020-11,2020,Q4,19,Saturday,Debit,Shopping,48750.16,Branch,Success,0,632896.5,Shopping via Branch,REF803191246
TXN0035575,ACC002460,CUST01746,2024-05-12,2024-05,2024,Q2,2,Sunday,Credit,Refund,3037.68,Net Banking,Success,0,294949.54,Refund via Net Banking,REF614599396
TXN0035576,ACC002539,CUST01802,2023-03-31,2023-03,2023,Q1,4,Friday,Credit,Refund,23280.08,Net Banking,Success,0,499664.69,Refund via Net Banking,REF377173189
TXN0035577,ACC003762,CUST02668,2023-08-21,2023-08,2023,Q3,5,Monday,Debit,Entertainment,2014.85,UPI,Success,0,227323.31,Entertainment via UPI,REF484062993
TXN0035578,ACC000648,CUST00455,2023-08-14,2023-08,2023,Q3,23,Monday,Debit,Entertainment,3574.55,UPI,Success,0,470845.31,Entertainment via UPI,REF781398515
TXN0035579,ACC003278,CUST02320,2020-01-26,2020-01,2020,Q1,5,Sunday,Credit,Refund,37111.44,Net Banking,Failed,0,529298.04,Refund via Net Banking,REF508782582
TXN0035580,ACC004216,CUST02978,2020-01-22,2020-01,2020,Q1,14,Wednesday,Debit,Education,186521.05,IMPS,Success,0,983829.85,Education via IMPS,REF648671338
TXN0035581,ACC000945,CUST00657,2023-03-22,2023-03,2023,Q1,0,Wednesday,Debit,Travel,53254.82,RTGS,Success,0,3213978.06,Travel via RTGS,REF926640217
TXN0035582,ACC000913,CUST00634,2021-07-25,2021-07,2021,Q3,18,Sunday,Debit,Rent,56390.85,Branch,Success,0,7309929.77,Rent via Branch,REF517985842
TXN0035583,ACC003865,CUST02739,2022-02-18,2022-02,2022,Q1,5,Friday,Debit,EMI Debit,48337.79,IMPS,Success,0,0.0,EMI Debit via IMPS,REF691810724
TXN0035584,ACC000250,CUST00177,2023-10-11,2023-10,2023,Q4,19,Wednesday,Debit,Medical,12533.74,Mobile Banking,Success,0,122095.06,Medical via Mobile Banking,REF858909130
TXN0035585,ACC002081,CUST01479,2024-04-20,2024-04,2024,Q2,23,Saturday,Debit,Food & Dining,1965.16,IMPS,Success,0,7363762.12,Food & Dining via IMPS,REF828337567
TXN0035586,ACC002313,CUST01646,2023-03-12,2023-03,2023,Q1,2,Sunday,Debit,Tax Payment,262108.21,ATM,Success,0,0.0,Tax Payment via ATM,REF672127707
TXN0035587,ACC001067,CUST00745,2022-07-06,2022-07,2022,Q3,14,Wednesday,Credit,Salary Credit,355974.82,Net Banking,Success,0,702377.9,Salary Credit via Net Banking,REF219620477
TXN0035588,ACC002112,CUST01504,2022-03-24,2022-03,2022,Q1,6,Thursday,Debit,Food & Dining,4560.45,Mobile Banking,Success,0,454223.26,Food & Dining via Mobile Banking,REF277943023
TXN0035589,ACC001885,CUST01340,2023-08-10,2023-08,2023,Q3,9,Thursday,Debit,Investment,68228.87,NEFT,Success,0,272027.6,Investment via NEFT,REF864711603
TXN0035590,ACC000068,CUST00051,2023-04-25,2023-04,2023,Q2,4,Tuesday,Debit,Shopping,49163.1,RTGS,Success,0,7837876.9,Shopping via RTGS,REF977549133
TXN0035591,ACC001332,CUST00943,2023-03-22,2023-03,2023,Q1,16,Wednesday,Debit,Insurance Premium,5194.93,ATM,Success,0,231682.49,Insurance Premium via ATM,REF564639479
TXN0035592,ACC000007,CUST00004,2022-07-08,2022-07,2022,Q3,11,Friday,Debit,Cash Withdrawal,20120.92,NEFT,Success,0,4929473.02,Cash Withdrawal via NEFT,REF798371762
TXN0035593,ACC000361,CUST00258,2021-01-14,2021-01,2021,Q1,9,Thursday,Credit,Refund,33671.99,NEFT,Failed,0,322648.91,Refund via NEFT,REF148978697
TXN0035594,ACC002862,CUST02027,2023-09-27,2023-09,2023,Q3,1,Wednesday,Debit,Utility Bills,8915.79,RTGS,Success,0,3327617.71,Utility Bills via RTGS,REF593111365
TXN0035595,ACC002690,CUST01909,2021-03-12,2021-03,2021,Q1,23,Friday,Debit,Entertainment,4228.52,NEFT,Success,0,335801.91,Entertainment via NEFT,REF240820469
TXN0035596,ACC001986,CUST01415,2020-02-24,2020-02,2020,Q1,5,Monday,Credit,Cash Deposit,153856.71,UPI,Success,0,218600.02,Cash Deposit via UPI,REF261661728
TXN0035597,ACC002957,CUST02090,2021-04-16,2021-04,2021,Q2,5,Friday,Debit,Shopping,30858.17,Branch,Success,0,5916927.59,Shopping via Branch,REF313341455
TXN0035598,ACC000658,CUST00462,2022-04-17,2022-04,2022,Q2,10,Sunday,Credit,Cash Deposit,80786.34,NEFT,Success,0,4672959.06,Cash Deposit via NEFT,REF376880758
TXN0035599,ACC001218,CUST00857,2022-12-28,2022-12,2022,Q4,2,Wednesday,Debit,Insurance Premium,7414.37,Branch,Success,0,2871658.53,Insurance Premium via Branch,REF569178204
TXN0035600,ACC002583,CUST01831,2021-02-05,2021-02,2021,Q1,7,Friday,Debit,Fund Transfer,39092.72,Branch,Pending,0,89908.48,Fund Transfer via Branch,REF837563652
TXN0035601,ACC002233,CUST01593,2023-01-18,2023-01,2023,Q1,16,Wednesday,Debit,Government Services,5682.87,Mobile Banking,Failed,0,183176.2,Government Services via Mobile Banking,REF436893098
TXN0035602,ACC001493,CUST01061,2024-12-03,2024-12,2024,Q4,0,Tuesday,Debit,Entertainment,1578.12,Branch,Success,0,806784.65,Entertainment via Branch,REF229167293
TXN0035603,ACC004043,CUST02860,2021-12-03,2021-12,2021,Q4,6,Friday,Debit,Travel,69764.42,ATM,Success,0,1311927.09,Travel via ATM,REF439233404
TXN0035604,ACC000704,CUST00496,2020-01-29,2020-01,2020,Q1,20,Wednesday,Debit,Fund Transfer,591103.52,Mobile Banking,Success,0,4919428.17,Fund Transfer via Mobile Banking,REF145070470
TXN0035605,ACC001629,CUST01163,2024-05-03,2024-05,2024,Q2,19,Friday,Debit,Utility Bills,5569.63,RTGS,Success,0,10515965.91,Utility Bills via RTGS,REF512854265
TXN0035606,ACC002628,CUST01865,2022-12-09,2022-12,2022,Q4,14,Friday,Debit,Entertainment,2148.93,ATM,Success,0,431047.83,Entertainment via ATM,REF516694315
TXN0035607,ACC000468,CUST00327,2024-02-07,2024-02,2024,Q1,13,Wednesday,Credit,Refund,25962.67,NEFT,Success,0,222993.23,Refund via NEFT,REF827986349
TXN0035608,ACC000139,CUST00098,2022-07-02,2022-07,2022,Q3,18,Saturday,Debit,Investment,456981.69,UPI,Success,0,0.0,Investment via UPI,REF300397952
TXN0035609,ACC002519,CUST01790,2022-06-16,2022-06,2022,Q2,0,Thursday,Credit,Salary Credit,348167.9,Mobile Banking,Success,1,1784196.3,Salary Credit via Mobile Banking,REF583867068
TXN0035610,ACC002426,CUST01722,2023-09-10,2023-09,2023,Q3,17,Sunday,Credit,Cash Deposit,85381.8,Mobile Banking,Success,0,109750.64,Cash Deposit via Mobile Banking,REF925817181
TXN0035611,ACC001180,CUST00830,2022-08-11,2022-08,2022,Q3,11,Thursday,Credit,Salary Credit,209195.87,ATM,Success,0,4121807.08,Salary Credit via ATM,REF144732926
TXN0035612,ACC001467,CUST01042,2021-01-20,2021-01,2021,Q1,4,Wednesday,Credit,Interest Credit,16118.61,NEFT,Success,0,95198.43,Interest Credit via NEFT,REF464672116
TXN0035613,ACC001083,CUST00758,2020-12-05,2020-12,2020,Q4,8,Saturday,Debit,Travel,80238.63,ATM,Success,0,202308.63,Travel via ATM,REF120299528
TXN0035614,ACC000211,CUST00147,2020-12-16,2020-12,2020,Q4,12,Wednesday,Debit,Investment,158844.25,NEFT,Success,0,179572.31,Investment via NEFT,REF789032715
TXN0035615,ACC001296,CUST00915,2020-01-19,2020-01,2020,Q1,9,Sunday,Debit,Travel,78675.4,RTGS,Success,0,3804812.39,Travel via RTGS,REF745077561
TXN0035616,ACC001064,CUST00743,2022-03-22,2022-03,2022,Q1,8,Tuesday,Debit,Entertainment,982.3,NEFT,Success,0,3765.5,Entertainment via NEFT,REF192915823
TXN0035617,ACC001211,CUST00851,2023-06-03,2023-06,2023,Q2,10,Saturday,Debit,Investment,373181.9,ATM,Success,0,0.0,Investment via ATM,REF193274946
TXN0035618,ACC003969,CUST02812,2020-11-14,2020-11,2020,Q4,22,Saturday,Debit,EMI Debit,37809.72,ATM,Success,0,233557.91,EMI Debit via ATM,REF188423502
TXN0035619,ACC003991,CUST02824,2020-12-29,2020-12,2020,Q4,11,Tuesday,Debit,Entertainment,3770.58,Mobile Banking,Success,0,418054.41,Entertainment via Mobile Banking,REF164939952
TXN0035620,ACC003789,CUST02688,2020-01-16,2020-01,2020,Q1,16,Thursday,Debit,Investment,301531.4,RTGS,Success,0,179986.83,Investment via RTGS,REF399888590
TXN0035621,ACC003050,CUST02160,2024-02-18,2024-02,2024,Q1,21,Sunday,Debit,Government Services,1856.33,Branch,Success,0,1943176.15,Government Services via Branch,REF696511064
TXN0035622,ACC000578,CUST00404,2022-09-26,2022-09,2022,Q3,6,Monday,Debit,Insurance Premium,39093.36,ATM,Success,0,133510.71,Insurance Premium via ATM,REF926006770
TXN0035623,ACC004248,CUST02998,2023-04-07,2023-04,2023,Q2,14,Friday,Debit,Cash Withdrawal,47436.11,IMPS,Success,0,3314272.46,Cash Withdrawal via IMPS,REF848749096
TXN0035624,ACC000071,CUST00052,2021-04-04,2021-04,2021,Q2,14,Sunday,Debit,Entertainment,1709.07,Net Banking,Success,0,449476.51,Entertainment via Net Banking,REF372318189
TXN0035625,ACC002843,CUST02014,2024-04-06,2024-04,2024,Q2,15,Saturday,Debit,Food & Dining,1482.33,ATM,Failed,0,172187.15,Food & Dining via ATM,REF230646018
TXN0035626,ACC000992,CUST00689,2021-08-11,2021-08,2021,Q3,18,Wednesday,Debit,Tax Payment,61399.75,IMPS,Success,0,249228.82,Tax Payment via IMPS,REF700625860
TXN0035627,ACC001739,CUST01236,2024-04-30,2024-04,2024,Q2,20,Tuesday,Credit,Salary Credit,129149.71,UPI,Success,0,227327.68,Salary Credit via UPI,REF897613479
TXN0035628,ACC003825,CUST02711,2021-12-16,2021-12,2021,Q4,1,Thursday,Debit,Fund Transfer,205945.12,IMPS,Success,0,220328.91,Fund Transfer via IMPS,REF262187611
TXN0035629,ACC002223,CUST01585,2021-02-06,2021-02,2021,Q1,2,Saturday,Credit,Dividend,91315.4,NEFT,Success,0,4125771.79,Dividend via NEFT,REF368077231
TXN0035630,ACC000910,CUST00631,2022-05-14,2022-05,2022,Q2,12,Saturday,Debit,Rent,50600.13,ATM,Success,0,91594.13,Rent via ATM,REF260396617
TXN0035631,ACC002887,CUST02045,2020-07-20,2020-07,2020,Q3,1,Monday,Credit,Salary Credit,417319.76,ATM,Success,0,471734.46,Salary Credit via ATM,REF738828321
TXN0035632,ACC002311,CUST01644,2024-09-09,2024-09,2024,Q3,5,Monday,Credit,Dividend,17763.47,ATM,Success,0,362111.3,Dividend via ATM,REF662133274
TXN0035633,ACC000454,CUST00319,2022-05-23,2022-05,2022,Q2,4,Monday,Debit,Investment,492081.45,UPI,Success,0,1186044.87,Investment via UPI,REF224598877
TXN0035634,ACC000755,CUST00529,2021-06-05,2021-06,2021,Q2,15,Saturday,Debit,Entertainment,4672.25,Branch,Success,0,284286.3,Entertainment via Branch,REF924513232
TXN0035635,ACC002554,CUST01811,2024-10-04,2024-10,2024,Q4,0,Friday,Debit,Shopping,30458.1,Mobile Banking,Failed,0,349256.63,Shopping via Mobile Banking,REF462705578
TXN0035636,ACC003142,CUST02226,2022-11-02,2022-11,2022,Q4,0,Wednesday,Debit,Utility Bills,5738.87,Net Banking,Success,0,109866.51,Utility Bills via Net Banking,REF453747234
TXN0035637,ACC001745,CUST01241,2020-05-20,2020-05,2020,Q2,3,Wednesday,Debit,Rent,71946.76,Net Banking,Success,0,2312504.0,Rent via Net Banking,REF824621976
TXN0035638,ACC001327,CUST00939,2023-12-25,2023-12,2023,Q4,19,Monday,Credit,Cash Deposit,63216.8,NEFT,Success,0,154395.68,Cash Deposit via NEFT,REF605879626
TXN0035639,ACC003179,CUST02253,2023-12-07,2023-12,2023,Q4,19,Thursday,Debit,Entertainment,884.03,RTGS,Success,0,821844.52,Entertainment via RTGS,REF449635632
TXN0035640,ACC003638,CUST02579,2020-01-13,2020-01,2020,Q1,11,Monday,Debit,Shopping,47219.21,UPI,Success,0,9531.12,Shopping via UPI,REF224310738
TXN0035641,ACC001480,CUST01050,2022-01-20,2022-01,2022,Q1,0,Thursday,Credit,Refund,19493.7,Branch,Success,0,436307.83,Refund via Branch,REF228433886
TXN0035642,ACC004210,CUST02973,2021-08-28,2021-08,2021,Q3,19,Saturday,Debit,Travel,60671.81,Mobile Banking,Success,0,0.0,Travel via Mobile Banking,REF219617276
TXN0035643,ACC004198,CUST02964,2022-01-23,2022-01,2022,Q1,12,Sunday,Debit,Travel,64452.92,IMPS,Success,0,222740.02,Travel via IMPS,REF870628538
TXN0035644,ACC000827,CUST00576,2024-05-24,2024-05,2024,Q2,1,Friday,Debit,Food & Dining,4345.31,ATM,Success,0,242823.33,Food & Dining via ATM,REF928730783
TXN0035645,ACC002272,CUST01618,2020-06-24,2020-06,2020,Q2,10,Wednesday,Debit,Investment,282702.02,RTGS,Success,0,0.0,Investment via RTGS,REF501302800
TXN0035646,ACC003162,CUST02241,2023-02-17,2023-02,2023,Q1,10,Friday,Debit,EMI Debit,13926.34,Net Banking,Success,0,3206611.28,EMI Debit via Net Banking,REF902608045
TXN0035647,ACC000333,CUST00240,2020-10-08,2020-10,2020,Q4,0,Thursday,Debit,Utility Bills,7559.11,Branch,Success,0,238937.21,Utility Bills via Branch,REF916818521
TXN0035648,ACC003139,CUST02225,2021-04-08,2021-04,2021,Q2,7,Thursday,Credit,Cash Deposit,17966.44,NEFT,Success,0,3003018.42,Cash Deposit via NEFT,REF197259725
TXN0035649,ACC000891,CUST00619,2024-10-31,2024-10,2024,Q4,12,Thursday,Debit,Rent,24907.53,Branch,Success,0,14354699.88,Rent via Branch,REF659564169
TXN0035650,ACC000695,CUST00489,2022-05-24,2022-05,2022,Q2,21,Tuesday,Debit,Fund Transfer,476089.96,ATM,Success,0,0.0,Fund Transfer via ATM,REF482144650
TXN0035651,ACC001461,CUST01040,2020-11-15,2020-11,2020,Q4,22,Sunday,Debit,Food & Dining,2611.35,UPI,Failed,0,709468.8,Food & Dining via UPI,REF870384019
TXN0035652,ACC001747,CUST01243,2023-05-08,2023-05,2023,Q2,4,Monday,Debit,Travel,36721.3,Net Banking,Success,0,118608.82,Travel via Net Banking,REF714170873
TXN0035653,ACC000720,CUST00507,2023-04-21,2023-04,2023,Q2,3,Friday,Debit,Education,92515.53,Mobile Banking,Success,0,2734.67,Education via Mobile Banking,REF734475469
TXN0035654,ACC003517,CUST02496,2021-12-06,2021-12,2021,Q4,20,Monday,Debit,Shopping,14021.6,RTGS,Success,0,120585.78,Shopping via RTGS,REF811077717
TXN0035655,ACC000828,CUST00577,2023-08-08,2023-08,2023,Q3,11,Tuesday,Debit,Fund Transfer,480069.13,Branch,Success,0,0.0,Fund Transfer via Branch,REF233001276
TXN0035656,ACC003865,CUST02739,2023-07-15,2023-07,2023,Q3,10,Saturday,Debit,Utility Bills,2824.9,Net Banking,Success,0,2242.97,Utility Bills via Net Banking,REF708751242
TXN0035657,ACC000330,CUST00239,2024-05-02,2024-05,2024,Q2,2,Thursday,Debit,EMI Debit,105309.72,IMPS,Success,0,0.0,EMI Debit via IMPS,REF178663957
TXN0035658,ACC003547,CUST02518,2024-03-02,2024-03,2024,Q1,11,Saturday,Credit,Salary Credit,445238.03,Mobile Banking,Success,0,640051.24,Salary Credit via Mobile Banking,REF752169086
TXN0035659,ACC002486,CUST01766,2023-10-16,2023-10,2023,Q4,2,Monday,Debit,Fund Transfer,717139.13,Branch,Failed,1,0.0,Fund Transfer via Branch,REF408413061
TXN0035660,ACC000175,CUST00124,2020-08-07,2020-08,2020,Q3,14,Friday,Credit,Refund,12415.5,NEFT,Success,0,150402.42,Refund via NEFT,REF179259731
TXN0035661,ACC002144,CUST01529,2020-04-26,2020-04,2020,Q2,17,Sunday,Debit,Rent,83326.66,Branch,Success,0,188279.94,Rent via Branch,REF257834654
TXN0035662,ACC001858,CUST01320,2023-03-29,2023-03,2023,Q1,21,Wednesday,Debit,Food & Dining,467.85,IMPS,Success,0,218637.72,Food & Dining via IMPS,REF222142497
TXN0035663,ACC000939,CUST00651,2021-12-17,2021-12,2021,Q4,22,Friday,Debit,Fund Transfer,934138.08,RTGS,Success,0,0.0,Fund Transfer via RTGS,REF885014779
TXN0035664,ACC003472,CUST02462,2023-01-16,2023-01,2023,Q1,23,Monday,Debit,Tax Payment,81523.56,Branch,Success,0,163270.58,Tax Payment via Branch,REF466239977
TXN0035665,ACC003761,CUST02667,2023-12-25,2023-12,2023,Q4,4,Monday,Credit,Cash Deposit,174344.37,Mobile Banking,Failed,0,670431.6,Cash Deposit via Mobile Banking,REF780913654
TXN0035666,ACC002846,CUST02016,2020-12-31,2020-12,2020,Q4,5,Thursday,Debit,Utility Bills,9588.39,RTGS,Success,0,2665384.78,Utility Bills via RTGS,REF196717941
TXN0035667,ACC002551,CUST01808,2023-01-01,2023-01,2023,Q1,11,Sunday,Debit,Rent,77927.12,NEFT,Success,0,110563.26,Rent via NEFT,REF261768254
TXN0035668,ACC003344,CUST02369,2020-07-09,2020-07,2020,Q3,23,Thursday,Debit,Rent,86991.4,Branch,Success,0,187419.21,Rent via Branch,REF549650230
TXN0035669,ACC000303,CUST00218,2022-09-22,2022-09,2022,Q3,11,Thursday,Debit,EMI Debit,24770.79,ATM,Success,0,244961.44,EMI Debit via ATM,REF309432984
TXN0035670,ACC001496,CUST01063,2022-04-26,2022-04,2022,Q2,5,Tuesday,Credit,Interest Credit,14891.97,RTGS,Success,0,133722.3,Interest Credit via RTGS,REF659703941
TXN0035671,ACC002171,CUST01549,2024-08-20,2024-08,2024,Q3,22,Tuesday,Credit,Dividend,33495.97,ATM,Success,0,8485764.18,Dividend via ATM,REF194540820
TXN0035672,ACC003509,CUST02489,2024-11-01,2024-11,2024,Q4,6,Friday,Debit,Government Services,1205.04,NEFT,Success,0,4872075.74,Government Services via NEFT,REF414761561
TXN0035673,ACC001566,CUST01117,2021-02-09,2021-02,2021,Q1,21,Tuesday,Credit,Interest Credit,18134.92,UPI,Success,0,8749006.93,Interest Credit via UPI,REF258301661
TXN0035674,ACC004176,CUST02951,2022-10-26,2022-10,2022,Q4,18,Wednesday,Debit,Shopping,35529.9,RTGS,Success,0,4339869.7,Shopping via RTGS,REF365098425
TXN0035675,ACC004052,CUST02865,2024-05-20,2024-05,2024,Q2,8,Monday,Debit,Shopping,27398.82,Net Banking,Success,0,182515.91,Shopping via Net Banking,REF458200184
TXN0035676,ACC001441,CUST01025,2020-06-04,2020-06,2020,Q2,2,Thursday,Debit,Education,170313.4,RTGS,Success,0,0.0,Education via RTGS,REF787255130
TXN0035677,ACC001727,CUST01229,2024-07-08,2024-07,2024,Q3,23,Monday,Debit,Food & Dining,2890.44,IMPS,Success,0,1419187.83,Food & Dining via IMPS,REF136683785
TXN0035678,ACC000432,CUST00302,2024-04-15,2024-04,2024,Q2,19,Monday,Debit,Tax Payment,26478.34,Branch,Success,0,458049.44,Tax Payment via Branch,REF130320169
