ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_hours,channel,satisfaction_score,agent_id
TKT003552,CUST02470,ATM Issue,Critical,Resolved,2021-08-29,2021-09-02,104.0,Chat,3.0,AGT039
TKT003553,CUST01739,Loan Query,Medium,Open,2021-09-25,,,Phone,,AGT016
TKT003554,CUST02388,Card Issue,Critical,In Progress,2023-11-15,,,Branch,,AGT026
TKT003555,CUST02323,KYC Update,Low,Resolved,2023-10-31,2023-11-06,140.0,Branch,1.0,AGT020
TKT003556,CUST01795,Interest Query,High,Resolved,2022-04-04,2022-04-08,97.0,App,1.0,AGT026
TKT003557,CUST00708,General Query,High,Resolved,2020-10-15,2020-10-17,55.0,Chat,4.0,AGT015
TKT003558,CUST01631,Net Banking Issue,Low,Resolved,2022-01-20,2022-01-23,90.0,Email,4.0,AGT042
TKT003559,CUST00620,Card Issue,Medium,Resolved,2022-05-10,2022-05-17,156.0,Phone,4.0,AGT037
TKT003560,CUST02679,ATM Issue,Low,Resolved,2024-10-31,2024-10-31,6.0,Email,5.0,AGT004
TKT003561,CUST00443,Card Issue,Medium,In Progress,2020-08-23,,,Email,,AGT006
TKT003562,CUST02321,General Query,Medium,Resolved,2024-08-30,2024-09-03,95.0,Email,2.0,AGT007
TKT003563,CUST00939,Fraud Report,Critical,Open,2023-08-18,,,Branch,,AGT039
TKT003564,CUST01773,Fraud Report,Critical,Resolved,2024-10-01,2024-10-07,143.0,Email,3.0,AGT002
TKT003565,CUST01649,Transaction Dispute,Low,Resolved,2021-01-13,2021-01-20,162.0,Phone,2.0,AGT040
TKT003566,CUST02792,Account Opening,Medium,Resolved,2022-11-10,2022-11-13,79.0,Chat,4.0,AGT011
TKT003567,CUST02049,Fraud Report,Critical,In Progress,2024-11-30,,,Email,,AGT045
TKT003568,CUST02915,Transaction Dispute,Medium,Resolved,2023-04-11,2023-04-17,155.0,Email,2.0,AGT030
TKT003569,CUST01384,General Query,Critical,Resolved,2023-02-05,2023-02-09,84.0,Phone,5.0,AGT022
TKT003570,CUST00226,Interest Query,Critical,Resolved,2024-03-25,2024-03-28,67.0,App,2.0,AGT047
TKT003571,CUST00022,General Query,Critical,Resolved,2020-07-12,2020-07-14,58.0,Phone,5.0,AGT027
TKT003572,CUST01330,Fraud Report,Critical,In Progress,2024-09-19,,,App,,AGT007
TKT003573,CUST00731,General Query,High,Resolved,2022-03-10,2022-03-17,156.0,App,5.0,AGT017
TKT003574,CUST02372,KYC Update,Low,In Progress,2023-11-07,,,App,,AGT019
TKT003575,CUST00106,Fraud Report,Critical,Resolved,2021-02-18,2021-02-22,96.0,App,5.0,AGT018
TKT003576,CUST00168,Transaction Dispute,Critical,Resolved,2024-07-07,2024-07-14,161.0,App,2.0,AGT002
TKT003577,CUST00504,Card Issue,Medium,Resolved,2020-06-10,2020-06-17,164.0,Email,5.0,AGT050
TKT003578,CUST02239,ATM Issue,High,Resolved,2024-07-06,2024-07-12,136.0,App,1.0,AGT020
TKT003579,CUST01131,KYC Update,Medium,Resolved,2023-05-20,2023-05-24,98.0,Phone,5.0,AGT006
TKT003580,CUST01733,ATM Issue,Low,Resolved,2022-01-09,2022-01-09,1.0,App,2.0,AGT015
TKT003581,CUST00339,Loan Query,High,Resolved,2021-11-20,2021-11-23,66.0,Email,5.0,AGT016
TKT003582,CUST01642,Loan Query,Medium,Resolved,2022-05-15,2022-05-19,93.0,Chat,4.0,AGT043
TKT003583,CUST02734,Loan Query,Medium,Resolved,2021-12-23,2021-12-23,11.0,Email,1.0,AGT050
TKT003584,CUST01454,ATM Issue,Medium,Resolved,2023-01-11,2023-01-15,102.0,App,2.0,AGT046
TKT003585,CUST02638,KYC Update,Medium,Resolved,2024-09-26,2024-09-29,74.0,Chat,3.0,AGT023
TKT003586,CUST01452,Card Issue,High,Resolved,2020-04-15,2020-04-17,43.0,Phone,1.0,AGT043
TKT003587,CUST01806,Card Issue,Low,Resolved,2023-09-19,2023-09-21,43.0,Branch,1.0,AGT037
TKT003588,CUST02542,Loan Query,Low,Resolved,2022-01-13,2022-01-13,4.0,Email,5.0,AGT016
TKT003589,CUST00707,Fraud Report,Critical,Resolved,2024-10-05,2024-10-11,142.0,Phone,1.0,AGT027
TKT003590,CUST01880,Card Issue,High,Resolved,2023-12-01,2023-12-04,85.0,App,5.0,AGT026
TKT003591,CUST02607,Net Banking Issue,Medium,Resolved,2021-01-29,2021-02-02,107.0,Branch,3.0,AGT032
TKT003592,CUST01177,Account Opening,Medium,In Progress,2021-02-01,,,Email,,AGT002
TKT003593,CUST01678,Net Banking Issue,Medium,Resolved,2023-07-17,2023-07-22,125.0,Branch,4.0,AGT045
TKT003594,CUST02605,Card Issue,Medium,Resolved,2022-10-10,2022-10-14,102.0,Phone,2.0,AGT034
TKT003595,CUST01904,Card Issue,Medium,Resolved,2022-06-24,2022-06-24,9.0,Branch,4.0,AGT047
TKT003596,CUST00430,Fraud Report,Critical,Resolved,2022-06-11,2022-06-11,18.0,Email,5.0,AGT046
TKT003597,CUST02438,KYC Update,Medium,Resolved,2023-01-01,2023-01-07,159.0,Email,3.0,AGT048
TKT003598,CUST00417,General Query,Medium,Resolved,2020-08-02,2020-08-07,124.0,Branch,1.0,AGT015
TKT003599,CUST00898,Fraud Report,Critical,Resolved,2022-06-29,2022-07-02,77.0,Branch,4.0,AGT045
TKT003600,CUST01715,Transaction Dispute,Medium,Resolved,2021-05-27,2021-06-02,145.0,Phone,3.0,AGT032
TKT003601,CUST00106,Net Banking Issue,Low,Resolved,2022-04-07,2022-04-13,157.0,Email,4.0,AGT030
TKT003602,CUST01775,Interest Query,Low,Resolved,2021-09-17,2021-09-18,16.0,Branch,1.0,AGT006
TKT003603,CUST01592,Account Opening,Low,Resolved,2022-04-13,2022-04-16,81.0,Phone,5.0,AGT050
TKT003604,CUST01741,ATM Issue,High,Resolved,2021-04-22,2021-04-25,86.0,Phone,5.0,AGT041
TKT003605,CUST00528,General Query,Medium,Resolved,2021-06-05,2021-06-06,31.0,Phone,3.0,AGT031
TKT003606,CUST00512,ATM Issue,Low,Resolved,2022-09-01,2022-09-06,129.0,Email,3.0,AGT024
TKT003607,CUST01358,Net Banking Issue,High,Resolved,2022-12-15,2022-12-16,15.0,Branch,3.0,AGT005
TKT003608,CUST01308,Transaction Dispute,Medium,Resolved,2024-10-28,2024-11-01,100.0,Branch,5.0,AGT005
TKT003609,CUST01309,Interest Query,High,Resolved,2020-05-03,2020-05-08,97.0,Phone,4.0,AGT024
TKT003610,CUST02943,Loan Query,High,Resolved,2020-06-04,2020-06-10,153.0,Branch,1.0,AGT038
TKT003611,CUST02447,ATM Issue,Medium,Resolved,2021-02-23,2021-02-28,119.0,App,4.0,AGT047
TKT003612,CUST00990,Account Opening,Low,In Progress,2024-09-20,,,Email,,AGT046
TKT003613,CUST02067,Card Issue,High,Resolved,2020-05-29,2020-06-01,61.0,Chat,2.0,AGT032
TKT003614,CUST01033,Account Opening,Medium,Open,2024-08-03,,,Branch,,AGT028
TKT003615,CUST00727,Interest Query,High,Resolved,2024-11-04,2024-11-10,151.0,Chat,1.0,AGT045
TKT003616,CUST02084,ATM Issue,High,Resolved,2024-12-12,2024-12-17,129.0,Branch,4.0,AGT025
TKT003617,CUST01713,Net Banking Issue,High,Resolved,2024-04-15,2024-04-18,95.0,Chat,5.0,AGT031
TKT003618,CUST02856,Net Banking Issue,Low,Resolved,2023-02-18,2023-02-24,163.0,Email,5.0,AGT041
TKT003619,CUST01643,Fraud Report,Critical,Open,2021-03-09,,,Chat,,AGT029
TKT003620,CUST02459,Interest Query,Medium,Resolved,2022-05-28,2022-05-31,65.0,Chat,2.0,AGT030
TKT003621,CUST01346,Net Banking Issue,Medium,In Progress,2021-12-22,,,Email,,AGT018
TKT003622,CUST00428,Net Banking Issue,Medium,Resolved,2021-11-22,2021-11-27,125.0,Email,2.0,AGT027
TKT003623,CUST00786,General Query,Low,Open,2023-02-07,,,Chat,,AGT027
TKT003624,CUST02042,Transaction Dispute,Medium,Resolved,2021-02-20,2021-02-24,108.0,Email,2.0,AGT040
TKT003625,CUST01375,Net Banking Issue,Medium,Resolved,2024-08-03,2024-08-04,20.0,Branch,1.0,AGT039
TKT003626,CUST00275,Card Issue,Low,Resolved,2022-01-27,2022-02-01,117.0,App,2.0,AGT041
TKT003627,CUST00076,Fraud Report,Critical,Resolved,2020-04-04,2020-04-09,124.0,Email,3.0,AGT025
TKT003628,CUST02994,Card Issue,Medium,Resolved,2022-07-17,2022-07-19,48.0,Email,4.0,AGT037
TKT003629,CUST00156,General Query,Low,Resolved,2024-11-18,2024-11-19,28.0,Chat,2.0,AGT008
TKT003630,CUST00887,KYC Update,Medium,Open,2023-01-26,,,Phone,,AGT027
TKT003631,CUST01827,Interest Query,Low,Resolved,2021-01-07,2021-01-14,166.0,App,1.0,AGT018
TKT003632,CUST01685,Account Opening,Medium,In Progress,2023-03-05,,,Chat,,AGT034
TKT003633,CUST02145,General Query,High,Resolved,2022-09-11,2022-09-14,55.0,App,5.0,AGT038
TKT003634,CUST01252,ATM Issue,High,Resolved,2024-09-17,2024-09-20,84.0,Branch,1.0,AGT024
TKT003635,CUST00572,Fraud Report,Critical,Resolved,2022-03-11,2022-03-16,136.0,Phone,2.0,AGT046
TKT003636,CUST00450,KYC Update,High,Resolved,2024-03-21,2024-03-22,15.0,Chat,4.0,AGT018
TKT003637,CUST01511,Fraud Report,Critical,Resolved,2024-11-20,2024-11-26,147.0,Branch,2.0,AGT040
TKT003638,CUST02003,General Query,Medium,Resolved,2022-06-13,2022-06-15,67.0,App,1.0,AGT046
TKT003639,CUST01326,KYC Update,Medium,Resolved,2023-04-29,2023-05-02,68.0,Chat,2.0,AGT040
TKT003640,CUST02280,General Query,Medium,Resolved,2023-11-22,2023-11-26,99.0,Branch,3.0,AGT002
TKT003641,CUST02486,Account Opening,Critical,Resolved,2021-01-19,2021-01-21,57.0,Chat,1.0,AGT003
TKT003642,CUST01628,KYC Update,Medium,Resolved,2020-01-25,2020-01-29,87.0,Phone,3.0,AGT046
TKT003643,CUST01194,Loan Query,Low,Resolved,2023-04-19,2023-04-26,155.0,Chat,2.0,AGT008
TKT003644,CUST02212,KYC Update,Critical,Resolved,2024-05-12,2024-05-14,39.0,Chat,1.0,AGT032
TKT003645,CUST02488,Fraud Report,Critical,Resolved,2022-05-25,2022-05-29,89.0,Email,3.0,AGT031
TKT003646,CUST01288,Transaction Dispute,Low,Resolved,2022-10-16,2022-10-21,126.0,Branch,4.0,AGT017
TKT003647,CUST01275,Account Opening,High,Resolved,2023-09-20,2023-09-24,74.0,Chat,5.0,AGT002
TKT003648,CUST01657,Fraud Report,Critical,Resolved,2023-10-13,2023-10-15,52.0,Phone,2.0,AGT048
TKT003649,CUST01276,Account Opening,Critical,Resolved,2023-05-25,2023-05-29,101.0,App,5.0,AGT050
TKT003650,CUST01866,Transaction Dispute,Low,Resolved,2021-04-12,2021-04-19,158.0,App,3.0,AGT024
TKT003651,CUST01713,Account Opening,Medium,Resolved,2023-09-17,2023-09-22,120.0,Branch,2.0,AGT027
TKT003652,CUST01341,Interest Query,Low,In Progress,2024-09-11,,,Phone,,AGT042
TKT003653,CUST01703,Card Issue,Low,In Progress,2021-01-06,,,Phone,,AGT007
TKT003654,CUST01580,KYC Update,Low,Resolved,2024-04-23,2024-04-26,79.0,Email,5.0,AGT021
TKT003655,CUST02632,ATM Issue,Critical,Resolved,2022-09-13,2022-09-17,85.0,Branch,1.0,AGT034
TKT003656,CUST02363,Interest Query,Critical,Open,2022-09-06,,,App,,AGT047
TKT003657,CUST02375,Interest Query,Critical,Resolved,2023-06-27,2023-07-01,97.0,Phone,3.0,AGT007
TKT003658,CUST02640,KYC Update,Medium,Resolved,2023-12-26,2023-12-26,6.0,App,5.0,AGT011
TKT003659,CUST02650,General Query,High,Resolved,2020-07-07,2020-07-07,3.0,App,1.0,AGT040
TKT003660,CUST01109,ATM Issue,Low,Open,2023-03-17,,,Phone,,AGT009
TKT003661,CUST01393,Card Issue,Low,Open,2022-06-02,,,App,,AGT007
TKT003662,CUST01652,Net Banking Issue,High,Resolved,2022-07-15,2022-07-20,115.0,Phone,5.0,AGT013
TKT003663,CUST01485,Card Issue,High,Resolved,2024-04-20,2024-04-25,107.0,Branch,2.0,AGT011
TKT003664,CUST02137,Loan Query,Medium,Resolved,2020-11-12,2020-11-14,50.0,Phone,3.0,AGT041
TKT003665,CUST01418,Fraud Report,Critical,Resolved,2024-02-01,2024-02-07,141.0,Email,4.0,AGT015
TKT003666,CUST02239,Loan Query,Low,Resolved,2023-05-09,2023-05-11,52.0,Chat,5.0,AGT035
TKT003667,CUST00292,Card Issue,Low,Resolved,2024-03-26,2024-03-29,81.0,App,2.0,AGT012
TKT003668,CUST01822,Card Issue,Low,Resolved,2020-09-24,2020-09-29,122.0,App,3.0,AGT010
TKT003669,CUST02670,General Query,Low,Resolved,2022-02-13,2022-02-16,76.0,Branch,2.0,AGT042
TKT003670,CUST00078,Fraud Report,Critical,Resolved,2023-08-14,2023-08-18,88.0,App,2.0,AGT015
TKT003671,CUST01995,Card Issue,Medium,Resolved,2020-04-29,2020-05-04,110.0,App,4.0,AGT007
TKT003672,CUST02827,Interest Query,Low,Resolved,2021-11-07,2021-11-10,56.0,Phone,4.0,AGT015
TKT003673,CUST00955,Account Opening,Medium,Resolved,2020-10-03,2020-10-08,118.0,Branch,5.0,AGT040
TKT003674,CUST00103,Fraud Report,Critical,Resolved,2022-08-26,2022-08-31,138.0,App,1.0,AGT012
TKT003675,CUST00313,ATM Issue,Medium,Resolved,2021-02-01,2021-02-01,20.0,Branch,3.0,AGT013
TKT003676,CUST00249,Net Banking Issue,Low,Open,2020-01-04,,,Phone,,AGT023
TKT003677,CUST00186,Fraud Report,Critical,Resolved,2023-01-23,2023-01-28,116.0,Branch,5.0,AGT013
TKT003678,CUST01598,KYC Update,Critical,In Progress,2023-04-01,,,Chat,,AGT025
TKT003679,CUST02982,Account Opening,Critical,Resolved,2023-11-09,2023-11-14,129.0,Phone,4.0,AGT024
TKT003680,CUST02606,General Query,Low,In Progress,2020-04-04,,,Phone,,AGT027
TKT003681,CUST00940,ATM Issue,High,Open,2020-12-22,,,Chat,,AGT040
TKT003682,CUST00861,Transaction Dispute,Medium,Resolved,2020-06-26,2020-07-01,122.0,App,5.0,AGT040
TKT003683,CUST00060,Fraud Report,Critical,Resolved,2023-06-11,2023-06-15,114.0,Chat,2.0,AGT008
TKT003684,CUST02771,KYC Update,Low,Resolved,2022-10-02,2022-10-03,10.0,Phone,2.0,AGT019
TKT003685,CUST01990,Account Opening,Medium,Resolved,2022-10-22,2022-10-27,122.0,Branch,5.0,AGT028
TKT003686,CUST01110,Loan Query,Low,Resolved,2021-10-23,2021-10-25,32.0,Email,2.0,AGT017
TKT003687,CUST00388,Net Banking Issue,Low,Resolved,2021-06-12,2021-06-18,140.0,Phone,1.0,AGT038
TKT003688,CUST02440,Account Opening,High,Resolved,2024-07-15,2024-07-17,38.0,Branch,2.0,AGT015
TKT003689,CUST02484,General Query,Low,Resolved,2024-09-19,2024-09-21,52.0,App,3.0,AGT031
TKT003690,CUST01398,Card Issue,High,Resolved,2023-07-15,2023-07-16,29.0,App,3.0,AGT020
TKT003691,CUST02665,Transaction Dispute,Critical,Resolved,2021-09-16,2021-09-21,119.0,Chat,4.0,AGT029
TKT003692,CUST01380,Account Opening,High,Resolved,2020-03-02,2020-03-06,74.0,Branch,2.0,AGT036
TKT003693,CUST00984,Net Banking Issue,Low,Resolved,2024-06-17,2024-06-24,168.0,App,5.0,AGT022
TKT003694,CUST01325,Interest Query,Low,Resolved,2023-10-22,2023-10-26,78.0,Branch,1.0,AGT036
TKT003695,CUST02026,Account Opening,High,In Progress,2024-05-26,,,Chat,,AGT030
TKT003696,CUST00495,Loan Query,Low,Resolved,2024-05-18,2024-05-18,1.0,Phone,1.0,AGT013
TKT003697,CUST02351,Transaction Dispute,High,Resolved,2023-08-22,2023-08-24,53.0,Email,1.0,AGT019
TKT003698,CUST00112,Interest Query,Low,Resolved,2024-05-13,2024-05-17,109.0,Chat,5.0,AGT032
TKT003699,CUST01457,Transaction Dispute,Low,Resolved,2024-10-31,2024-11-05,107.0,Chat,2.0,AGT026
TKT003700,CUST00877,Net Banking Issue,Critical,Resolved,2022-07-24,2022-07-24,1.0,App,2.0,AGT003
TKT003701,CUST00818,Loan Query,High,Resolved,2020-11-07,2020-11-13,134.0,Phone,4.0,AGT034
TKT003702,CUST01530,Account Opening,Low,Open,2022-12-08,,,Phone,,AGT045
TKT003703,CUST00079,Interest Query,High,Resolved,2022-12-10,2022-12-11,30.0,Phone,1.0,AGT025
TKT003704,CUST00076,Transaction Dispute,Low,Resolved,2020-07-20,2020-07-23,66.0,Phone,1.0,AGT031
TKT003705,CUST02490,Transaction Dispute,Low,In Progress,2023-11-16,,,Phone,,AGT038
TKT003706,CUST00531,Transaction Dispute,Medium,Resolved,2021-02-18,2021-02-20,31.0,App,3.0,AGT042
TKT003707,CUST02914,Fraud Report,Critical,Resolved,2023-06-07,2023-06-12,114.0,Branch,1.0,AGT038
TKT003708,CUST00123,ATM Issue,Low,Resolved,2021-07-07,2021-07-13,143.0,Phone,5.0,AGT011
TKT003709,CUST00595,General Query,High,Resolved,2023-02-24,2023-03-02,144.0,Phone,3.0,AGT034
TKT003710,CUST02541,Card Issue,Low,Resolved,2022-12-09,2022-12-15,156.0,App,1.0,AGT029
TKT003711,CUST00297,Fraud Report,Critical,In Progress,2022-12-05,,,App,,AGT003
TKT003712,CUST01787,Account Opening,Medium,Open,2022-03-04,,,Email,,AGT037
TKT003713,CUST02097,Card Issue,Low,In Progress,2020-08-17,,,Email,,AGT040
TKT003714,CUST02915,Loan Query,Low,Resolved,2020-01-17,2020-01-20,64.0,Phone,2.0,AGT041
TKT003715,CUST00524,Net Banking Issue,Medium,Resolved,2023-09-03,2023-09-10,167.0,Branch,1.0,AGT049
TKT003716,CUST01072,ATM Issue,Low,Resolved,2020-10-31,2020-11-01,24.0,Branch,4.0,AGT004
TKT003717,CUST02013,General Query,Low,Resolved,2023-07-19,2023-07-21,51.0,Email,4.0,AGT047
TKT003718,CUST00117,KYC Update,Medium,Resolved,2020-04-04,2020-04-10,148.0,App,5.0,AGT018
TKT003719,CUST02727,Fraud Report,Critical,Resolved,2020-03-05,2020-03-07,49.0,Branch,4.0,AGT009
TKT003720,CUST02328,ATM Issue,Low,Resolved,2022-11-12,2022-11-14,45.0,Phone,3.0,AGT001
TKT003721,CUST00781,ATM Issue,Low,Resolved,2023-12-23,2023-12-23,9.0,Chat,1.0,AGT032
TKT003722,CUST02675,Net Banking Issue,Low,Resolved,2021-05-13,2021-05-16,83.0,Branch,3.0,AGT044
TKT003723,CUST00169,Account Opening,High,Resolved,2023-09-28,2023-10-04,129.0,Branch,3.0,AGT022
TKT003724,CUST01217,Transaction Dispute,Medium,Resolved,2024-01-29,2024-01-31,48.0,Chat,1.0,AGT047
TKT003725,CUST01702,ATM Issue,Critical,Resolved,2023-10-19,2023-10-25,142.0,Branch,2.0,AGT042
TKT003726,CUST02368,Loan Query,High,Resolved,2022-10-12,2022-10-13,20.0,Email,2.0,AGT047
TKT003727,CUST02469,General Query,Medium,Resolved,2024-11-27,2024-11-30,61.0,Email,1.0,AGT048
TKT003728,CUST01150,Loan Query,Medium,Resolved,2021-01-05,2021-01-06,22.0,App,1.0,AGT003
TKT003729,CUST02542,Transaction Dispute,Low,Resolved,2023-09-11,2023-09-13,53.0,Chat,4.0,AGT050
TKT003730,CUST02191,ATM Issue,Medium,Resolved,2021-06-06,2021-06-13,147.0,Chat,1.0,AGT033
TKT003731,CUST01451,Card Issue,High,Resolved,2021-11-04,2021-11-08,93.0,App,3.0,AGT019
TKT003732,CUST02879,Account Opening,Low,Resolved,2023-01-27,2023-02-02,137.0,Chat,2.0,AGT013
TKT003733,CUST00070,Interest Query,High,Resolved,2022-07-11,2022-07-12,17.0,Branch,1.0,AGT015
TKT003734,CUST01073,Transaction Dispute,High,Resolved,2021-09-11,2021-09-17,165.0,Chat,2.0,AGT030
TKT003735,CUST01798,Transaction Dispute,Low,Resolved,2024-05-01,2024-05-02,29.0,Branch,3.0,AGT045
TKT003736,CUST02682,Fraud Report,Critical,Resolved,2021-03-13,2021-03-20,161.0,App,3.0,AGT042
TKT003737,CUST00445,General Query,Critical,Resolved,2023-10-01,2023-10-04,75.0,Branch,4.0,AGT028
TKT003738,CUST02588,Card Issue,Medium,Resolved,2024-09-30,2024-10-05,108.0,Chat,3.0,AGT026
TKT003739,CUST01454,Fraud Report,Critical,Resolved,2021-04-09,2021-04-15,134.0,Phone,3.0,AGT049
TKT003740,CUST00015,Loan Query,Critical,In Progress,2021-01-05,,,Phone,,AGT001
TKT003741,CUST02863,General Query,Medium,Resolved,2024-06-15,2024-06-16,23.0,App,4.0,AGT001
TKT003742,CUST00813,Transaction Dispute,Medium,In Progress,2020-09-19,,,Branch,,AGT017
TKT003743,CUST02999,Account Opening,High,Resolved,2021-01-12,2021-01-17,130.0,Chat,2.0,AGT046
TKT003744,CUST02959,KYC Update,Critical,Resolved,2024-01-24,2024-01-30,156.0,Email,1.0,AGT013
TKT003745,CUST02263,Card Issue,Low,Resolved,2024-02-01,2024-02-02,41.0,Email,2.0,AGT033
TKT003746,CUST02236,Card Issue,High,Resolved,2020-03-06,2020-03-07,35.0,App,2.0,AGT009
TKT003747,CUST02927,Fraud Report,Critical,Open,2022-05-14,,,Phone,,AGT030
TKT003748,CUST00824,Transaction Dispute,Medium,Resolved,2023-08-22,2023-08-24,51.0,Branch,2.0,AGT045
TKT003749,CUST01254,Transaction Dispute,Low,Resolved,2022-01-02,2022-01-02,3.0,App,3.0,AGT024
TKT003750,CUST02924,KYC Update,Low,Resolved,2023-07-27,2023-07-31,99.0,Branch,5.0,AGT015
TKT003751,CUST01939,Card Issue,High,Resolved,2021-10-15,2021-10-22,156.0,Phone,2.0,AGT044
TKT003752,CUST01427,Transaction Dispute,Low,Resolved,2023-08-30,2023-08-31,35.0,Phone,5.0,AGT025
TKT003753,CUST00565,Net Banking Issue,High,Resolved,2020-09-29,2020-10-05,138.0,Chat,4.0,AGT010
TKT003754,CUST00193,Net Banking Issue,Critical,Resolved,2021-10-12,2021-10-18,144.0,Chat,3.0,AGT012
TKT003755,CUST02620,Net Banking Issue,Low,In Progress,2022-04-22,,,Branch,,AGT032
TKT003756,CUST00392,Transaction Dispute,Medium,Resolved,2022-08-19,2022-08-19,13.0,Email,1.0,AGT023
TKT003757,CUST02612,Loan Query,Medium,Open,2020-06-21,,,Branch,,AGT035
TKT003758,CUST01096,Account Opening,Medium,Open,2020-04-29,,,App,,AGT023
TKT003759,CUST00683,Card Issue,Low,Resolved,2020-08-20,2020-08-23,73.0,Phone,2.0,AGT007
TKT003760,CUST01955,Account Opening,High,Open,2020-05-29,,,Branch,,AGT005
TKT003761,CUST01860,KYC Update,Medium,Resolved,2022-01-10,2022-01-14,109.0,Branch,4.0,AGT039
TKT003762,CUST01538,Interest Query,Low,Resolved,2024-11-17,2024-11-22,109.0,Branch,5.0,AGT029
TKT003763,CUST02687,Transaction Dispute,Low,Resolved,2022-05-22,2022-05-26,96.0,App,2.0,AGT036
TKT003764,CUST00404,KYC Update,High,Resolved,2023-11-20,2023-11-21,24.0,Email,3.0,AGT023
TKT003765,CUST02878,General Query,High,Resolved,2022-12-10,2022-12-15,113.0,App,5.0,AGT026
TKT003766,CUST01316,Fraud Report,Critical,Resolved,2022-08-11,2022-08-15,89.0,Chat,2.0,AGT009
TKT003767,CUST01027,KYC Update,Low,Resolved,2020-05-16,2020-05-18,47.0,App,4.0,AGT039
TKT003768,CUST01812,ATM Issue,Medium,Resolved,2022-10-22,2022-10-23,26.0,Branch,2.0,AGT025
TKT003769,CUST02016,ATM Issue,Medium,Resolved,2020-08-04,2020-08-05,16.0,App,1.0,AGT050
TKT003770,CUST01887,Account Opening,Medium,Resolved,2020-10-24,2020-10-27,73.0,App,2.0,AGT018
TKT003771,CUST00019,ATM Issue,Low,Open,2024-11-23,,,Phone,,AGT002
TKT003772,CUST01463,ATM Issue,High,Resolved,2021-12-20,2021-12-26,133.0,Email,2.0,AGT013
TKT003773,CUST02877,Net Banking Issue,Low,Resolved,2023-08-04,2023-08-07,56.0,App,4.0,AGT029
TKT003774,CUST00440,Account Opening,Medium,Resolved,2022-11-27,2022-12-01,109.0,Chat,1.0,AGT030
TKT003775,CUST02177,Fraud Report,Critical,Resolved,2023-12-06,2023-12-11,123.0,Email,5.0,AGT010
TKT003776,CUST02445,Transaction Dispute,Critical,Resolved,2021-03-10,2021-03-15,134.0,App,1.0,AGT040
TKT003777,CUST01486,Net Banking Issue,Critical,Open,2022-02-12,,,App,,AGT003
TKT003778,CUST02877,Transaction Dispute,Low,In Progress,2022-11-12,,,App,,AGT033
TKT003779,CUST00075,Loan Query,High,Resolved,2024-12-03,2024-12-09,131.0,App,1.0,AGT029
TKT003780,CUST00966,Net Banking Issue,Medium,Resolved,2022-05-22,2022-05-28,167.0,Branch,4.0,AGT017
TKT003781,CUST01739,Interest Query,Medium,Resolved,2022-09-14,2022-09-18,94.0,Phone,5.0,AGT016
TKT003782,CUST00990,General Query,Low,Resolved,2021-06-02,2021-06-04,42.0,Email,2.0,AGT021
TKT003783,CUST00333,Interest Query,Medium,Resolved,2020-09-28,2020-10-04,131.0,Chat,3.0,AGT002
TKT003784,CUST00778,General Query,Low,Resolved,2020-03-13,2020-03-17,102.0,Email,3.0,AGT038
TKT003785,CUST00222,Loan Query,Low,Resolved,2021-03-24,2021-03-25,19.0,App,2.0,AGT025
TKT003786,CUST01278,General Query,Medium,Resolved,2021-09-28,2021-09-29,35.0,Branch,2.0,AGT027
TKT003787,CUST02683,General Query,Low,Resolved,2024-12-15,2024-12-20,129.0,Branch,4.0,AGT033
TKT003788,CUST02785,Transaction Dispute,Medium,Resolved,2022-02-15,2022-02-17,42.0,App,1.0,AGT004
TKT003789,CUST00061,Account Opening,Medium,Resolved,2024-04-05,2024-04-10,116.0,Branch,5.0,AGT039
TKT003790,CUST01736,Fraud Report,Critical,Resolved,2020-08-23,2020-08-29,146.0,Branch,1.0,AGT007
TKT003791,CUST01266,Card Issue,High,Resolved,2020-02-06,2020-02-07,15.0,Branch,1.0,AGT026
TKT003792,CUST00471,Loan Query,Low,Resolved,2023-11-20,2023-11-27,159.0,App,3.0,AGT019
TKT003793,CUST01825,ATM Issue,Medium,Resolved,2021-07-07,2021-07-08,14.0,Email,5.0,AGT036
TKT003794,CUST01378,Transaction Dispute,Medium,Resolved,2022-07-08,2022-07-11,62.0,App,1.0,AGT039
TKT003795,CUST01923,Net Banking Issue,Medium,Resolved,2023-07-27,2023-08-01,125.0,Branch,5.0,AGT027
TKT003796,CUST01512,Net Banking Issue,Low,Resolved,2024-04-27,2024-04-29,51.0,Email,2.0,AGT024
TKT003797,CUST02756,Transaction Dispute,Low,Resolved,2021-04-13,2021-04-15,47.0,Phone,2.0,AGT050
TKT003798,CUST02298,Account Opening,Critical,Open,2021-08-12,,,Email,,AGT048
TKT003799,CUST01551,Account Opening,Low,Resolved,2021-02-03,2021-02-10,161.0,Chat,1.0,AGT035
TKT003800,CUST00160,Net Banking Issue,High,Resolved,2024-07-16,2024-07-22,146.0,Phone,5.0,AGT042
TKT003801,CUST02254,Account Opening,Low,In Progress,2020-01-23,,,Phone,,AGT031
TKT003802,CUST01231,Card Issue,Medium,Resolved,2022-07-26,2022-08-01,149.0,Phone,1.0,AGT038
TKT003803,CUST00158,Interest Query,Low,Resolved,2022-12-03,2022-12-07,80.0,Phone,3.0,AGT041
