account_id,customer_id,account_type,account_status,open_date,branch_id,current_balance,min_balance,interest_rate,nomination_set,overdraft_limit
ACC003677,CUST02606,Fixed Deposit,Active,2019-04-06,BR016,2266132.01,0,4.78,1,0.0
ACC003678,CUST02607,Fixed Deposit,Active,2022-05-29,BR029,2880029.62,0,4.33,1,0.0
ACC003679,CUST02608,NRI,Active,2023-11-24,BR020,12705027.35,0,6.52,1,0.0
ACC003680,CUST02608,Savings,Active,2023-11-12,BR020,55196.87,1000,4.22,1,0.0
ACC003681,CUST02609,Current,Active,2023-11-05,BR033,2480259.4,10000,2.99,1,20805.0
ACC003682,CUST02609,Savings,Active,2023-09-08,BR033,225841.22,1000,5.66,0,0.0
ACC003683,CUST02610,Salary,Active,2019-10-07,BR037,230812.73,0,4.34,1,0.0
ACC003684,CUST02611,Savings,Active,2023-11-25,BR008,176410.4,1000,6.2,1,0.0
ACC003685,CUST02612,Fixed Deposit,Dormant,2021-05-03,BR040,4609073.68,0,4.44,1,0.0
ACC003686,CUST02612,Savings,Dormant,2023-09-10,BR040,1725.62,1000,7.09,1,0.0
ACC003687,CUST02613,Current,Active,2022-11-08,BR043,2778866.49,10000,3.99,1,43416.0
ACC003688,CUST02614,Fixed Deposit,Dormant,2023-06-27,BR017,624092.49,0,7.49,0,0.0
ACC003689,CUST02615,Savings,Active,2018-11-10,BR034,193929.67,1000,5.85,1,0.0
ACC003690,CUST02616,Savings,Dormant,2023-12-26,BR039,412428.87,1000,4.3,1,0.0
ACC003691,CUST02617,Savings,Active,2018-06-18,BR017,146573.61,1000,2.91,1,0.0
ACC003692,CUST02617,Current,Active,2021-07-30,BR017,141220.44,10000,5.64,1,24136.0
ACC003693,CUST02618,Salary,Active,2022-11-07,BR010,55345.6,0,6.23,1,0.0
ACC003694,CUST02619,Savings,Active,2021-12-11,BR031,112014.19,1000,2.62,0,0.0
ACC003695,CUST02619,Current,Active,2020-02-09,BR031,3369344.26,10000,4.3,1,25604.0
ACC003696,CUST02620,Savings,Active,2023-08-06,BR047,120485.33,1000,3.54,1,0.0
ACC003697,CUST02621,Savings,Active,2020-02-01,BR045,319116.43,1000,2.84,1,0.0
ACC003698,CUST02622,Current,Active,2023-06-19,BR031,1805537.28,10000,6.85,1,46496.0
ACC003699,CUST02623,Savings,Active,2018-02-25,BR046,404528.74,1000,6.18,1,0.0
ACC003700,CUST02624,Savings,Dormant,2023-04-08,BR007,124824.29,1000,3.94,1,0.0
ACC003701,CUST02625,Savings,Active,2022-01-16,BR042,492373.6,1000,5.29,1,0.0
ACC003702,CUST02626,Fixed Deposit,Active,2017-04-07,BR007,9288289.77,0,6.19,1,0.0
ACC003703,CUST02627,Salary,Active,2023-04-25,BR027,260670.55,0,3.46,0,0.0
ACC003704,CUST02627,Savings,Active,2022-12-18,BR027,287412.96,1000,4.13,1,0.0
ACC003705,CUST02628,Current,Active,2023-12-10,BR006,1018374.15,10000,3.94,1,337.0
ACC003706,CUST02629,Salary,Active,2021-03-05,BR028,290850.82,0,4.22,1,0.0
ACC003707,CUST02630,Fixed Deposit,Active,2019-08-24,BR045,4138567.26,0,2.81,1,0.0
ACC003708,CUST02630,NRI,Dormant,2018-12-25,BR045,11012758.23,0,2.77,1,0.0
ACC003709,CUST02631,Savings,Active,2018-02-08,BR035,91946.33,1000,3.81,1,0.0
ACC003710,CUST02632,Fixed Deposit,Active,2023-05-12,BR019,8859277.61,0,2.6,1,0.0
ACC003711,CUST02633,Savings,Active,2019-04-27,BR010,150274.46,1000,3.01,1,0.0
ACC003712,CUST02634,Salary,Active,2022-07-07,BR029,17149.73,0,7.22,1,0.0
ACC003713,CUST02635,Savings,Active,2018-10-15,BR031,453481.02,1000,3.56,1,0.0
ACC003714,CUST02636,Savings,Active,2018-10-26,BR023,155639.7,1000,4.38,1,0.0
ACC003715,CUST02637,Current,Active,2023-11-27,BR002,958984.68,10000,2.7,1,31882.0
ACC003716,CUST02637,Savings,Active,2017-04-17,BR002,402918.52,1000,5.5,1,0.0
ACC003717,CUST02638,Savings,Active,2022-12-25,BR047,343365.38,1000,5.28,1,0.0
ACC003718,CUST02638,NRI,Active,2022-09-27,BR047,4416276.69,0,3.46,1,0.0
ACC003719,CUST02639,Current,Active,2023-08-19,BR024,177727.62,10000,5.0,0,30070.0
ACC003720,CUST02639,Fixed Deposit,Active,2020-04-03,BR024,8595711.76,0,5.26,0,0.0
ACC003721,CUST02639,Salary,Active,2022-10-21,BR024,277902.49,0,7.21,1,0.0
ACC003722,CUST02640,Fixed Deposit,Active,2021-05-28,BR025,9384458.29,0,2.66,1,0.0
ACC003723,CUST02641,Current,Active,2023-06-03,BR012,907841.84,10000,3.97,1,5404.0
ACC003724,CUST02642,Savings,Active,2022-01-17,BR043,100421.06,1000,3.9,0,0.0
ACC003725,CUST02642,Salary,Active,2023-11-20,BR043,83234.73,0,5.08,1,0.0
ACC003726,CUST02643,Fixed Deposit,Active,2022-07-26,BR032,1820464.19,0,5.09,1,0.0
ACC003727,CUST02644,Salary,Active,2023-12-09,BR033,281188.41,0,5.36,1,0.0
ACC003728,CUST02644,Savings,Active,2023-09-10,BR033,92062.98,1000,3.31,1,0.0
ACC003729,CUST02645,Savings,Dormant,2021-11-14,BR040,268427.34,1000,4.49,0,0.0
ACC003730,CUST02645,Salary,Active,2020-08-08,BR040,109680.37,0,4.32,1,0.0
ACC003731,CUST02646,Current,Dormant,2023-08-24,BR013,4243087.27,10000,7.18,1,7961.0
ACC003732,CUST02647,Savings,Active,2021-05-01,BR028,114077.53,1000,6.31,1,0.0
ACC003733,CUST02647,Current,Active,2023-04-19,BR028,3498359.34,10000,5.01,1,44364.0
ACC003734,CUST02648,Savings,Active,2022-10-02,BR021,309343.69,1000,4.11,1,0.0
ACC003735,CUST02649,NRI,Dormant,2022-03-16,BR005,11893543.27,0,3.83,1,0.0
ACC003736,CUST02650,Salary,Active,2023-07-25,BR030,135729.11,0,7.17,1,0.0
ACC003737,CUST02651,Savings,Active,2021-07-22,BR006,205633.27,1000,6.97,1,0.0
ACC003738,CUST02651,NRI,Active,2020-11-05,BR006,16977940.85,0,5.54,1,0.0
ACC003739,CUST02652,Fixed Deposit,Active,2015-12-18,BR049,9245906.52,0,3.38,0,0.0
ACC003740,CUST02653,Savings,Active,2020-06-26,BR044,188374.82,1000,7.31,0,0.0
ACC003741,CUST02654,Salary,Active,2021-09-04,BR013,293051.88,0,4.86,1,0.0
ACC003742,CUST02655,Salary,Active,2021-09-17,BR046,152874.97,0,4.92,1,0.0
ACC003743,CUST02656,Current,Closed,2022-12-27,BR006,751304.01,10000,5.61,1,37080.0
ACC003744,CUST02656,Savings,Active,2021-08-22,BR006,278955.49,1000,7.28,1,0.0
ACC003745,CUST02656,Fixed Deposit,Active,2018-07-23,BR006,4394844.24,0,5.12,1,0.0
ACC003746,CUST02657,Fixed Deposit,Active,2023-10-15,BR014,6012634.11,0,3.26,0,0.0
ACC003747,CUST02658,Salary,Active,2022-05-07,BR028,138169.22,0,2.93,1,0.0
ACC003748,CUST02658,Fixed Deposit,Active,2022-10-23,BR028,81718.78,0,6.87,1,0.0
ACC003749,CUST02659,Current,Active,2022-11-25,BR050,2388211.09,10000,7.11,1,13697.0
ACC003750,CUST02659,Savings,Active,2023-07-04,BR050,273770.13,1000,4.98,1,0.0
ACC003751,CUST02660,Salary,Active,2023-12-28,BR011,95297.7,0,6.63,0,0.0
ACC003752,CUST02661,Savings,Active,2017-10-31,BR037,240996.12,1000,6.76,1,0.0
ACC003753,CUST02661,Current,Dormant,2016-04-27,BR037,82173.38,10000,4.36,0,35964.0
ACC003754,CUST02662,Current,Active,2022-07-13,BR007,1762083.08,10000,4.28,1,3613.0
ACC003755,CUST02662,Savings,Active,2023-11-18,BR007,280887.23,1000,2.67,1,0.0
ACC003756,CUST02662,NRI,Dormant,2022-10-29,BR007,3048064.43,0,3.01,1,0.0
ACC003757,CUST02663,Salary,Active,2018-01-14,BR031,100192.46,0,5.91,1,0.0
ACC003758,CUST02664,Savings,Active,2023-05-19,BR008,201662.11,1000,2.78,0,0.0
ACC003759,CUST02665,Salary,Active,2022-07-24,BR032,250040.01,0,2.77,1,0.0
ACC003760,CUST02666,Savings,Dormant,2019-03-23,BR010,139421.97,1000,4.69,1,0.0
ACC003761,CUST02667,Savings,Active,2018-04-05,BR006,495862.94,1000,6.82,1,0.0
ACC003762,CUST02668,Salary,Active,2022-09-18,BR040,228514.15,0,2.84,1,0.0
ACC003763,CUST02668,NRI,Active,2023-04-20,BR040,9165599.11,0,5.15,0,0.0
ACC003764,CUST02668,Savings,Active,2023-06-02,BR040,37702.53,1000,7.36,0,0.0
ACC003765,CUST02669,Current,Active,2018-02-12,BR026,3955517.12,10000,5.29,1,3827.0
ACC003766,CUST02670,Savings,Active,2023-07-20,BR034,240604.6,1000,7.19,0,0.0
ACC003767,CUST02671,NRI,Closed,2023-06-26,BR002,12185837.53,0,5.95,1,0.0
ACC003768,CUST02672,Savings,Active,2023-10-25,BR016,353383.84,1000,4.42,0,0.0
ACC003769,CUST02673,Savings,Active,2023-03-13,BR036,8782.95,1000,6.78,1,0.0
ACC003770,CUST02673,Current,Active,2021-05-03,BR036,2593463.5,10000,2.57,1,13661.0
ACC003771,CUST02674,Salary,Active,2022-12-19,BR020,229475.11,0,3.04,1,0.0
ACC003772,CUST02675,Current,Active,2019-06-29,BR041,2959272.15,10000,4.63,1,34771.0
ACC003773,CUST02676,Savings,Active,2023-10-09,BR034,11996.44,1000,7.12,1,0.0
ACC003774,CUST02677,Savings,Dormant,2023-06-16,BR022,347348.45,1000,3.1,0,0.0
ACC003775,CUST02677,Current,Active,2023-07-09,BR022,2173528.95,10000,5.38,0,21521.0
ACC003776,CUST02678,Current,Active,2019-09-21,BR017,600054.95,10000,3.39,1,27834.0
ACC003777,CUST02678,Fixed Deposit,Active,2020-01-17,BR017,1502242.03,0,4.84,1,0.0
ACC003778,CUST02679,Fixed Deposit,Active,2021-03-28,BR008,9481707.12,0,6.0,1,0.0
ACC003779,CUST02680,Savings,Active,2023-06-15,BR022,279222.25,1000,5.22,1,0.0
ACC003780,CUST02680,Current,Active,2023-11-06,BR022,3919352.36,10000,7.42,1,9985.0
ACC003781,CUST02680,Fixed Deposit,Active,2021-03-14,BR022,5616985.26,0,5.99,1,0.0
ACC003782,CUST02681,Savings,Active,2021-07-23,BR032,229554.14,1000,7.26,1,0.0
ACC003783,CUST02682,Savings,Closed,2016-09-30,BR023,493881.05,1000,6.3,1,0.0
ACC003784,CUST02683,Savings,Active,2022-03-28,BR032,306902.88,1000,4.41,1,0.0
ACC003785,CUST02684,NRI,Active,2021-12-12,BR048,9333229.37,0,4.61,0,0.0
ACC003786,CUST02685,Current,Dormant,2016-12-06,BR002,3664362.89,10000,7.21,1,25959.0
ACC003787,CUST02686,Fixed Deposit,Active,2021-01-09,BR008,490193.03,0,7.01,1,0.0
ACC003788,CUST02687,Fixed Deposit,Active,2017-11-30,BR013,76020.01,0,6.0,1,0.0
ACC003789,CUST02688,Savings,Active,2022-11-15,BR022,480687.06,1000,6.4,1,0.0
ACC003790,CUST02688,NRI,Active,2021-02-13,BR022,4140539.29,0,3.09,1,0.0
ACC003791,CUST02689,Fixed Deposit,Active,2021-11-11,BR006,1853434.05,0,4.7,1,0.0
ACC003792,CUST02690,Savings,Active,2023-10-29,BR042,184932.29,1000,5.41,1,0.0
ACC003793,CUST02690,NRI,Active,2023-11-25,BR042,4356436.67,0,4.78,1,0.0
ACC003794,CUST02690,Salary,Active,2023-05-21,BR042,115474.52,0,5.94,1,0.0
ACC003795,CUST02691,Salary,Active,2019-06-30,BR027,6175.13,0,6.6,1,0.0
ACC003796,CUST02692,Fixed Deposit,Active,2017-03-13,BR004,2818751.79,0,4.6,1,0.0
ACC003797,CUST02693,Savings,Dormant,2022-10-08,BR003,382661.52,1000,7.18,1,0.0
ACC003798,CUST02694,NRI,Active,2022-04-13,BR021,13906251.99,0,7.2,1,0.0
ACC003799,CUST02694,Salary,Active,2022-03-30,BR021,48117.91,0,6.15,0,0.0
ACC003800,CUST02694,Savings,Active,2019-11-15,BR021,494551.26,1000,5.31,0,0.0
ACC003801,CUST02695,Salary,Active,2022-04-15,BR043,145446.89,0,4.08,1,0.0
ACC003802,CUST02696,Salary,Active,2019-06-27,BR007,88674.91,0,7.12,1,0.0
ACC003803,CUST02696,Current,Dormant,2018-06-04,BR007,482260.93,10000,7.48,1,42670.0
ACC003804,CUST02697,Savings,Active,2023-06-29,BR039,499497.38,1000,6.38,1,0.0
ACC003805,CUST02697,Current,Active,2023-04-28,BR039,3969153.04,10000,3.04,0,42700.0
ACC003806,CUST02698,Savings,Active,2023-05-11,BR017,140003.45,1000,4.78,1,0.0
ACC003807,CUST02698,Salary,Dormant,2021-06-09,BR017,194443.83,0,7.16,1,0.0
ACC003808,CUST02698,Current,Active,2016-12-18,BR017,3951318.35,10000,3.16,1,17906.0
ACC003809,CUST02699,Current,Active,2023-12-20,BR047,1988989.71,10000,5.27,1,24661.0
ACC003810,CUST02699,Savings,Active,2023-12-18,BR047,350894.3,1000,5.78,1,0.0
ACC003811,CUST02700,Savings,Active,2017-12-27,BR019,395658.43,1000,7.47,1,0.0
ACC003812,CUST02700,Current,Dormant,2020-03-25,BR019,2043740.57,10000,2.97,1,42167.0
ACC003813,CUST02701,Current,Active,2016-09-13,BR007,1940352.14,10000,5.22,0,14922.0
ACC003814,CUST02701,Savings,Active,2023-11-26,BR007,204214.78,1000,7.06,1,0.0
ACC003815,CUST02702,Savings,Active,2023-09-29,BR043,19860.57,1000,6.5,1,0.0
ACC003816,CUST02703,Savings,Active,2021-12-27,BR030,53439.55,1000,2.76,1,0.0
ACC003817,CUST02703,Fixed Deposit,Active,2017-06-20,BR030,5865480.76,0,5.55,0,0.0
ACC003818,CUST02704,Salary,Active,2019-12-20,BR049,116111.57,0,3.4,1,0.0
ACC003819,CUST02705,Savings,Active,2022-04-15,BR049,156690.58,1000,7.09,1,0.0
ACC003820,CUST02706,Savings,Closed,2023-03-01,BR016,373773.53,1000,2.52,1,0.0
ACC003821,CUST02707,Current,Dormant,2022-11-24,BR023,1434090.85,10000,6.54,1,35399.0
ACC003822,CUST02708,Salary,Active,2023-07-28,BR050,272695.91,0,4.96,1,0.0
ACC003823,CUST02709,Current,Dormant,2020-03-18,BR020,195034.97,10000,4.04,1,867.0
ACC003824,CUST02710,Fixed Deposit,Active,2022-10-26,BR048,4781519.86,0,2.88,1,0.0
ACC003825,CUST02711,Savings,Active,2021-04-30,BR050,426637.07,1000,3.22,1,0.0
ACC003826,CUST02712,Current,Active,2023-02-25,BR024,3869192.28,10000,7.33,1,41067.0
ACC003827,CUST02713,Fixed Deposit,Active,2018-08-21,BR026,4971418.7,0,6.56,0,0.0
ACC003828,CUST02714,Current,Active,2023-11-24,BR045,3638784.19,10000,4.95,1,44984.0
ACC003829,CUST02715,Current,Active,2016-09-09,BR012,4156816.12,10000,4.73,0,4863.0
ACC003830,CUST02715,Salary,Active,2018-01-27,BR012,19620.73,0,6.75,0,0.0
ACC003831,CUST02716,Savings,Active,2019-12-02,BR001,132539.08,1000,5.69,0,0.0
ACC003832,CUST02716,Fixed Deposit,Active,2021-08-17,BR001,4317803.4,0,4.47,1,0.0
ACC003833,CUST02717,Current,Active,2023-12-23,BR049,459097.87,10000,2.72,1,17693.0
ACC003834,CUST02718,Savings,Active,2023-08-24,BR036,306604.98,1000,3.87,1,0.0
ACC003835,CUST02718,Fixed Deposit,Active,2022-08-23,BR036,3592085.78,0,5.8,1,0.0
ACC003836,CUST02718,Current,Closed,2022-06-24,BR036,4024001.2,10000,6.07,1,35131.0
ACC003837,CUST02719,Fixed Deposit,Active,2020-01-06,BR031,9099924.16,0,4.01,1,0.0
ACC003838,CUST02720,NRI,Active,2020-12-16,BR007,14883816.64,0,3.18,1,0.0
ACC003839,CUST02721,Savings,Active,2023-11-13,BR013,67469.74,1000,2.98,1,0.0
ACC003840,CUST02721,Salary,Active,2021-12-25,BR013,98039.56,0,6.68,1,0.0
ACC003841,CUST02722,Salary,Active,2023-12-28,BR003,170361.7,0,2.88,1,0.0
ACC003842,CUST02723,Savings,Dormant,2023-07-28,BR011,43717.19,1000,4.91,1,0.0
ACC003843,CUST02724,Current,Active,2021-12-15,BR026,191468.33,10000,5.19,0,4562.0
ACC003844,CUST02725,Current,Active,2022-05-13,BR031,4843042.21,10000,2.79,0,10583.0
ACC003845,CUST02726,Fixed Deposit,Dormant,2023-05-21,BR034,1166989.97,0,7.39,1,0.0
ACC003846,CUST02727,Current,Active,2021-05-30,BR019,884540.11,10000,5.94,1,33883.0
ACC003847,CUST02727,Savings,Active,2021-08-10,BR019,2287.26,1000,6.46,1,0.0
ACC003848,CUST02728,Fixed Deposit,Active,2022-09-11,BR023,3402166.52,0,5.37,0,0.0
ACC003849,CUST02728,Current,Dormant,2023-08-04,BR023,3878979.09,10000,2.85,1,5561.0
ACC003850,CUST02729,Savings,Active,2018-12-14,BR003,190160.19,1000,5.23,1,0.0
ACC003851,CUST02730,Savings,Active,2022-03-12,BR044,274419.8,1000,3.26,1,0.0
ACC003852,CUST02731,Savings,Active,2021-01-28,BR019,134490.2,1000,6.04,1,0.0
ACC003853,CUST02732,Fixed Deposit,Active,2022-07-04,BR001,3412415.53,0,6.8,1,0.0
ACC003854,CUST02733,Savings,Active,2020-11-12,BR050,448856.72,1000,4.99,1,0.0
ACC003855,CUST02733,Current,Active,2022-07-24,BR050,1180372.99,10000,3.11,1,41634.0
ACC003856,CUST02734,Savings,Active,2020-02-07,BR004,181899.06,1000,5.49,0,0.0
ACC003857,CUST02734,Current,Active,2020-01-21,BR004,3324306.7,10000,3.51,0,38922.0
ACC003858,CUST02735,Fixed Deposit,Active,2021-09-27,BR041,3137575.23,0,5.83,1,0.0
ACC003859,CUST02735,Savings,Active,2023-07-12,BR041,56518.11,1000,5.97,1,0.0
ACC003860,CUST02735,Current,Active,2022-05-18,BR041,1142689.71,10000,6.8,1,19201.0
ACC003861,CUST02736,Fixed Deposit,Active,2022-07-17,BR017,7291980.86,0,2.55,1,0.0
ACC003862,CUST02737,Current,Active,2021-11-03,BR009,1296355.81,10000,3.6,1,45376.0
ACC003863,CUST02738,Savings,Active,2023-08-10,BR048,460789.97,1000,3.44,1,0.0
ACC003864,CUST02739,Savings,Active,2021-04-30,BR021,454342.95,1000,6.86,1,0.0
ACC003865,CUST02739,Salary,Active,2023-05-31,BR021,5948.25,0,4.43,1,0.0
ACC003866,CUST02739,Current,Active,2020-06-21,BR021,1311941.2,10000,5.03,1,48528.0
ACC003867,CUST02740,Fixed Deposit,Dormant,2018-07-25,BR018,1451902.91,0,5.9,0,0.0
ACC003868,CUST02740,Savings,Active,2017-10-30,BR018,461332.05,1000,6.56,1,0.0
ACC003869,CUST02741,Savings,Dormant,2017-10-26,BR022,283245.19,1000,5.86,1,0.0
ACC003870,CUST02741,NRI,Active,2018-11-06,BR022,7796389.81,0,3.47,0,0.0
ACC003871,CUST02742,Current,Active,2021-08-31,BR003,3745597.91,10000,4.48,1,28868.0
ACC003872,CUST02743,Current,Active,2018-02-01,BR029,3346347.58,10000,3.94,0,17929.0
ACC003873,CUST02744,Salary,Active,2023-10-17,BR049,187308.99,0,3.31,1,0.0
ACC003874,CUST02744,Savings,Active,2023-08-25,BR049,372905.29,1000,6.47,0,0.0
ACC003875,CUST02745,Savings,Active,2021-12-02,BR041,184607.52,1000,6.54,1,0.0
ACC003876,CUST02746,Current,Active,2022-10-02,BR046,1415163.52,10000,7.07,1,27148.0
ACC003877,CUST02747,Savings,Active,2019-12-22,BR013,487840.69,1000,6.73,0,0.0
ACC003878,CUST02748,Salary,Active,2017-08-27,BR024,73377.68,0,2.72,1,0.0
ACC003879,CUST02749,Salary,Active,2018-09-20,BR003,179209.79,0,6.64,0,0.0
ACC003880,CUST02750,Savings,Active,2022-04-05,BR006,73339.42,1000,5.21,1,0.0
ACC003881,CUST02751,Current,Dormant,2023-09-17,BR046,1485400.17,10000,6.23,1,23537.0
ACC003882,CUST02752,Savings,Active,2021-04-14,BR014,210394.58,1000,6.53,0,0.0
ACC003883,CUST02753,Current,Active,2023-05-18,BR003,4622809.86,10000,6.98,1,29125.0
ACC003884,CUST02753,Savings,Active,2023-04-09,BR003,298965.2,1000,5.08,0,0.0
ACC003885,CUST02754,Current,Dormant,2020-08-04,BR001,1617532.21,10000,5.1,0,6498.0
ACC003886,CUST02755,Current,Active,2023-11-06,BR038,1744618.07,10000,5.67,1,29368.0
ACC003887,CUST02756,Salary,Active,2020-08-20,BR035,92761.35,0,4.85,1,0.0
ACC003888,CUST02757,Current,Active,2023-10-17,BR013,4315585.24,10000,6.37,0,22359.0
ACC003889,CUST02758,Current,Active,2023-09-11,BR019,449259.63,10000,4.39,1,7158.0
ACC003890,CUST02758,Savings,Active,2023-11-18,BR019,67637.6,1000,3.79,1,0.0
ACC003891,CUST02759,NRI,Active,2016-10-26,BR041,12818601.64,0,2.65,1,0.0
ACC003892,CUST02759,Current,Dormant,2016-08-07,BR041,4882037.64,10000,6.84,1,18629.0
ACC003893,CUST02760,Current,Active,2023-09-22,BR028,4514161.94,10000,5.69,1,22178.0
ACC003894,CUST02761,Savings,Active,2023-11-19,BR003,372095.07,1000,3.12,1,0.0
ACC003895,CUST02762,Current,Active,2023-02-27,BR017,2298987.4,10000,3.46,1,6156.0
ACC003896,CUST02762,Salary,Active,2023-05-31,BR017,11673.39,0,3.43,1,0.0
ACC003897,CUST02763,Fixed Deposit,Closed,2021-04-28,BR027,9785665.93,0,5.07,0,0.0
ACC003898,CUST02764,Fixed Deposit,Active,2023-06-12,BR037,9865746.86,0,4.16,1,0.0
ACC003899,CUST02764,Salary,Active,2023-05-05,BR037,192027.07,0,4.37,1,0.0
ACC003900,CUST02764,Savings,Active,2023-12-21,BR037,283631.92,1000,6.6,1,0.0
ACC003901,CUST02765,Fixed Deposit,Active,2022-09-23,BR028,6264463.65,0,7.34,0,0.0
ACC003902,CUST02766,Fixed Deposit,Active,2023-12-10,BR007,6133325.36,0,2.67,1,0.0
ACC003903,CUST02767,Current,Active,2023-02-06,BR038,2805913.8,10000,4.07,1,7887.0
ACC003904,CUST02768,Savings,Active,2022-06-30,BR050,362827.63,1000,3.39,0,0.0
ACC003905,CUST02769,Savings,Active,2023-12-28,BR031,252480.29,1000,5.91,1,0.0
ACC003906,CUST02769,Current,Active,2022-12-29,BR031,3384028.51,10000,4.78,0,21423.0
ACC003907,CUST02770,Savings,Active,2017-07-15,BR032,313580.29,1000,5.54,0,0.0
ACC003908,CUST02771,NRI,Active,2023-12-31,BR003,9592237.07,0,3.16,0,0.0
ACC003909,CUST02772,Savings,Active,2022-05-24,BR022,64004.39,1000,5.95,1,0.0
ACC003910,CUST02773,Savings,Active,2022-04-14,BR002,369782.63,1000,3.91,1,0.0
ACC003911,CUST02773,Current,Active,2017-09-05,BR002,1070839.89,10000,7.28,1,33391.0
ACC003912,CUST02774,Savings,Active,2023-03-13,BR038,228041.16,1000,4.78,0,0.0
ACC003913,CUST02775,NRI,Active,2022-05-08,BR035,4604961.51,0,5.16,1,0.0
ACC003914,CUST02776,Savings,Active,2020-12-16,BR038,253911.84,1000,4.45,1,0.0
ACC003915,CUST02777,Savings,Active,2023-11-27,BR014,29917.29,1000,3.97,1,0.0
ACC003916,CUST02778,Current,Active,2023-04-01,BR020,4023114.25,10000,6.7,1,23839.0
ACC003917,CUST02779,Savings,Active,2023-11-05,BR031,283311.71,1000,2.58,0,0.0
ACC003918,CUST02780,Current,Active,2021-03-03,BR048,1344074.32,10000,3.79,0,34608.0
ACC003919,CUST02781,Savings,Active,2019-08-26,BR030,340596.15,1000,3.94,1,0.0
ACC003920,CUST02781,Current,Active,2020-12-19,BR030,3133484.12,10000,6.9,1,39554.0
ACC003921,CUST02782,Current,Active,2021-01-09,BR012,278621.99,10000,2.82,1,1504.0
ACC003922,CUST02782,Savings,Active,2021-05-25,BR012,297662.03,1000,2.87,1,0.0
ACC003923,CUST02782,Fixed Deposit,Active,2020-07-03,BR012,3556036.72,0,6.92,0,0.0
ACC003924,CUST02783,Savings,Active,2023-12-04,BR035,28331.98,1000,5.32,1,0.0
ACC003925,CUST02784,Current,Active,2018-11-11,BR046,4521769.47,10000,4.94,0,19171.0
ACC003926,CUST02784,Fixed Deposit,Active,2018-04-30,BR046,6589902.31,0,2.81,0,0.0
ACC003927,CUST02785,Fixed Deposit,Active,2022-06-30,BR031,8767708.86,0,3.95,1,0.0
ACC003928,CUST02786,Savings,Active,2023-11-04,BR006,365283.82,1000,5.99,1,0.0
ACC003929,CUST02787,Savings,Active,2023-02-05,BR031,310529.35,1000,7.06,0,0.0
ACC003930,CUST02788,Fixed Deposit,Active,2020-11-22,BR028,2289957.43,0,6.19,0,0.0
ACC003931,CUST02788,Savings,Active,2021-05-25,BR028,451217.91,1000,3.28,1,0.0
ACC003932,CUST02789,Savings,Active,2022-02-28,BR032,40382.28,1000,6.62,1,0.0
ACC003933,CUST02790,Current,Active,2018-05-10,BR033,4366692.95,10000,5.2,1,47309.0
ACC003934,CUST02791,Savings,Active,2017-07-03,BR033,424921.55,1000,7.25,1,0.0
ACC003935,CUST02792,Savings,Active,2022-09-20,BR003,358218.59,1000,7.04,1,0.0
ACC003936,CUST02793,Savings,Closed,2023-05-28,BR014,220099.09,1000,6.76,0,0.0
ACC003937,CUST02794,Current,Active,2023-11-24,BR049,2150473.99,10000,3.4,1,29719.0
ACC003938,CUST02795,Savings,Active,2023-10-14,BR044,128245.73,1000,4.81,1,0.0
ACC003939,CUST02796,Current,Active,2022-10-10,BR009,1318536.49,10000,6.1,1,8432.0
ACC003940,CUST02797,Savings,Closed,2023-11-10,BR037,58144.77,1000,4.05,1,0.0
ACC003941,CUST02797,Current,Active,2021-12-23,BR037,3271464.67,10000,3.25,1,41977.0
ACC003942,CUST02798,Current,Active,2022-04-12,BR012,2048854.26,10000,2.84,1,39255.0
ACC003943,CUST02798,Fixed Deposit,Active,2023-08-09,BR012,5419837.25,0,6.28,1,0.0
ACC003944,CUST02798,Savings,Active,2019-06-10,BR012,22929.24,1000,5.04,1,0.0
ACC003945,CUST02799,Salary,Active,2018-11-03,BR043,98197.93,0,6.37,0,0.0
ACC003946,CUST02800,Savings,Active,2019-12-22,BR031,45604.45,1000,5.97,1,0.0
ACC003947,CUST02801,Savings,Active,2021-09-13,BR023,4778.66,1000,6.13,1,0.0
ACC003948,CUST02801,Current,Active,2022-11-02,BR023,4492979.41,10000,7.18,1,17072.0
ACC003949,CUST02802,Fixed Deposit,Active,2022-06-08,BR014,6820318.62,0,6.75,1,0.0
ACC003950,CUST02803,Current,Dormant,2023-05-04,BR024,3267198.07,10000,5.71,1,39362.0
ACC003951,CUST02803,Savings,Active,2023-03-16,BR024,448381.32,1000,3.39,1,0.0
ACC003952,CUST02803,NRI,Closed,2023-02-22,BR024,15801878.72,0,5.92,1,0.0
ACC003953,CUST02804,Current,Active,2021-06-08,BR023,1443830.82,10000,6.11,1,24613.0
ACC003954,CUST02804,Savings,Dormant,2022-06-24,BR023,430978.24,1000,6.76,1,0.0
ACC003955,CUST02805,Salary,Active,2023-08-02,BR013,137024.69,0,3.74,1,0.0
ACC003956,CUST02805,Fixed Deposit,Active,2023-09-03,BR013,6918987.56,0,4.77,1,0.0
ACC003957,CUST02805,Current,Active,2023-12-14,BR013,1104232.47,10000,5.22,1,49630.0
ACC003958,CUST02806,Current,Active,2023-01-03,BR022,1377669.28,10000,4.97,0,21579.0
ACC003959,CUST02806,Fixed Deposit,Active,2019-04-06,BR022,2311764.07,0,5.61,0,0.0
ACC003960,CUST02807,Current,Closed,2023-12-07,BR039,529463.28,10000,3.22,0,37423.0
